""	"M_Time_S5"	"M_Time_S6"	"M_Time_BGr"	"M_Time_BGt"	"M_NH3_S5"	"M_N2O_S5"	"M_CO2_S5"	"M_CH4_S5"	"M_NH3_S6"	"M_N2O_S6"	"M_CO2_S6"	"M_CH4_S6"	"M_NH3_BGr"	"M_N2O_BGr"	"M_CO2_BGr"	"M_CH4_BGr"	"M_NH3_BGt"	"M_N2O_BGt"	"M_CO2_BGt"	"M_CH4_BGt"	"M_H2O_S5"	"M_H2O_S6"	"M_H2O_BGr"	"M_H2O_BGt"
"1"	2022-11-01 02:21:20.962406	NaN	2022-11-01 02:31:20.26817	2022-11-01 02:11:22.724311	9487.32957847017	0.391434722870501	1459.41107548095	97.7093993107068	NA	NA	NA	NA	50.9763849344361	0.338456589001003	398.318507486165	3.68473177041378	84.4295283930075	0.339410713083183	418.000588909048	2.42352825982306	1.30484454356366	NA	1.2286130126188	1.14233471879524
"2"	2022-11-01 02:51:18.957393	NaN	2022-11-01 03:01:22.43609	2022-11-01 02:41:21.937343	9480.93657703484	0.389885152098747	1338.02721791178	88.1104813135063	NA	NA	NA	NA	49.817535335198	0.339177572503158	399.613163397268	3.93839986036892	84.1055682852055	0.337112211911002	416.836261090025	2.44606987884586	1.31736566665263	NA	1.20886324494637	1.15504985751203
"3"	2022-11-01 03:21:20.511278	NaN	2022-11-01 03:31:20.290727	2022-11-01 03:11:20.726817	9809.75759398597	0.394523551305288	1344.98146549323	83.5667466573559	NA	NA	NA	NA	50.6362117526341	0.336818980626917	397.23751055391	3.90843134790977	83.8819004192957	0.338315550948221	413.114487628997	2.5440256110619	1.32013523698521	NA	1.21858957783459	1.16397381453058
"4"	2022-11-01 03:51:20.581454	NaN	2022-11-01 04:01:20.483709	2022-11-01 03:41:20.904762	9494.8559037797	0.386448942544887	1223.73576504862	85.915729478584	NA	NA	NA	NA	50.431658259995	0.338196190169173	393.516683714837	3.50321369613108	86.7058531743759	0.338946479100526	410.920130938421	2.43308473168872	1.32302543089023	NA	1.22269976892155	1.17045781288672
"5"	2022-11-01 04:21:19.962406	NaN	2022-11-01 04:31:18.859649	2022-11-01 04:11:18.518797	8503.89352948972	0.378385226749073	1145.57647837343	76.5720394863283	NA	NA	NA	NA	49.3414323392732	0.336208545475414	396.650550653985	3.54035596397544	84.8209496210877	0.340682465323434	408.684718601604	2.44692229848546	1.31947224874336	NA	1.20909898616015	1.17663807731779
"6"	2022-11-01 04:51:18.045113	NaN	2022-11-01 05:01:19.666667	2022-11-01 04:41:18.724311	8233.61620578997	0.3767391012001	1075.59646679722	79.5481172394286	NA	NA	NA	NA	49.3881766482757	0.338833715525288	397.299691701429	3.85179556333434	86.9396607866942	0.339282585599774	408.709721493885	2.42503520465564	1.30860463684812	NA	1.22314528732757	1.17961709174612
"7"	2022-11-01 05:21:18.892231	NaN	2022-11-01 05:31:19.087719	2022-11-01 05:11:18.799499	8234.60697236516	0.379803172038145	1085.86344193479	71.8722429799123	NA	NA	NA	NA	49.5113613143584	0.338749888109524	397.661522650326	4.51776776164787	84.7663997114236	0.339431028956792	404.717486733308	2.50293005721754	1.32027835387644	NA	1.24254404754336	1.18415027011579
"8"	2022-11-01 05:51:19.721805	NaN	2022-11-01 06:01:19.275689	2022-11-01 05:41:18.022556	8789.58323632907	0.384093253373033	1123.26864273579	84.8367045203158	NA	NA	NA	NA	50.0688816150476	0.338234513957744	398.673056722907	4.08615405769098	87.1711568148672	0.339016197483333	405.019472467018	2.42106921566115	1.32924168855664	NA	1.24955244774035	1.19118958739749
"9"	2022-11-01 06:21:18.338346	NaN	2022-11-01 06:31:17.827068	2022-11-01 06:11:18.030075	8723.32362136466	0.383701298443308	1150.62596088466	78.4429043459674	NA	NA	NA	NA	51.0581041946842	0.33804270205391	402.360859410326	4.1442721080812	87.6433097120426	0.338728637230827	405.257004709273	2.43450352882882	1.34513734653158	NA	1.27099538750276	1.1974741083584
"10"	2022-11-01 06:51:17.952381	NaN	2022-11-01 07:01:17.155388	2022-11-01 06:41:17.215539	9087.24589385614	0.382778126970326	1167.39766468133	79.3061597411729	NA	NA	NA	NA	51.6533110270727	0.338178426166967	404.513749594411	4.07018057011754	85.2150190557719	0.339824362476341	404.72328371	2.47092111763584	1.3685057768396	NA	1.30482090798546	1.20670213815338
