""	"Time"	"Flow_S5"	"Flow_S6"	"Mean_CH4_S5"	"Mean_CO2_S5"	"Mean_N2O_S5"	"Mean_NH3_S5"	"Mean_CH4_S6"	"Mean_CO2_S6"	"Mean_N2O_S6"	"Mean_NH3_S6"
"1"	NA	NA	7868.12760972757	NA	NA	NA	NA	NA	NA	NA	NA
"2"	1669858862.11278	3284.27460765083	7884.59454961007	NA	NA	NA	NA	NA	NA	NA	NA
"3"	1669861262.47118	3304.93998933486	7901.07148240381	NA	NA	NA	NA	222.147307091592	23748.0241712566	0.51755939734094	4079.85476962249
"4"	1669863661.28697	3325.6007954871	7917.53088890414	284.720341212698	14718.1721140594	0.526723682877251	2473.90995684182	213.350056009562	23288.3265361863	0.566521768689575	4346.86185810506
"5"	1669866059.46241	3346.24983905912	7933.99088019018	253.602649118324	12271.482671876	0.466613831427005	2565.28396091178	231.342761878096	24148.5767018562	0.564094954641956	4507.17327197901
"6"	1669868458.01003	3366.90214162254	7950.45338260034	270.058701284023	13418.6302400827	0.506412864551433	2652.47425855892	237.705087701965	23671.9828482949	0.559605415457223	4556.72482044611
"7"	1669870857.59273	3387.56048734476	7966.92527593987	291.257925397484	13851.5896167066	0.518744586266579	2634.98217993065	235.124643662954	23201.6206741682	0.512328759326362	4607.51383146653
"8"	1669873256.96366	3408.23568916416	7983.38082975358	295.03293728491	13647.8364844626	0.510740635549171	2669.51344276866	237.795664909118	22320.6834800574	0.536849830051284	4573.40667640437
"9"	1669875656.09273	3428.89282625298	7999.84746004624	297.117704306408	13787.9388288206	0.510893304755509	2739.47075949127	263.885549640583	24174.5780479048	0.601425754439697	4854.10869999001
"10"	1669878055.72306	3449.5611647716	8016.31204359626	321.325967220755	14448.8980597011	0.524984478363073	2758.31112284216	247.024298582977	22654.8466799182	0.609056151753776	4877.69667794746
"11"	1669880455.51253	3470.21448172066	8032.79078233727	357.65133335337	16302.922504173	0.608829231351951	2973.66513931637	223.046983447124	24231.5135110911	0.462266476422104	3628.27878974507
"12"	1669882855.07644	3490.87871952328	8049.2577222214	170.476220188396	10822.2363916441	0.304234605588315	2363.33179514499	186.694099169848	22560.16239341	0.428230691742252	3731.77044760837
"13"	1669885254.48246	3511.54761919027	8065.71877987408	254.456799829059	15530.5436591275	0.395351440754294	2482.72461923035	280.911298540176	33652.4710322649	0.665749445163271	4521.36024233247
"14"	1669887653.40226	3532.20991454804	8082.17842716814	362.756933641659	22034.7210947695	0.547593143872853	2598.33376811257	258.894555938888	30498.6776225735	0.670295150044764	4536.58073730666
"15"	1669890053.04511	3552.86994372151	8098.64980452297	278.549826021915	16947.0276707464	0.506859341319873	2690.88561500178	180.646525957651	24496.5950829639	0.505417675025477	3747.09764835073
"16"	1669892451.97744	3573.53446210037	8115.10785226463	211.021152872498	12869.5629855497	0.45930895965654	2750.31041053266	140.623373215858	18931.1330035458	0.45472027549819	3591.74973071201
"17"	1669894851.79073	3594.20318910632	8131.57463735221	159.679153955197	10654.9326321929	0.367381565440106	2578.44223424828	152.422706647541	19467.1364519914	0.445861087010551	3700.20061068982
"18"	1669897250.39599	3614.86669309544	8148.02900439996	195.961986872066	13949.7234874715	0.412169963366087	2632.02972934691	143.715798537959	22455.3848840511	0.393430383889901	3180.61066423045
"19"	1669899649.81203	3635.51942731144	8164.50308207597	176.275030359039	12557.963163864	0.336845667245218	2412.26974149052	149.652135445352	20183.202850281	0.368431731710364	3248.68014570551
"20"	1669902048.83709	3656.17667231547	8180.96819881177	260.647852181684	17026.3053099918	0.424165901099821	2621.95477586496	168.949717742052	23135.2822373495	0.457916795350287	3680.30316397192
"21"	NA	3676.84188134052	NA	265.489640721818	17697.8324270982	0.450348029811415	2513.00070723468	NA	NA	NA	NA
"22"	1669905649.31203	3697.51337093329	8197.44377284357	262.118662612058	17157.9376091468	0.443716935337097	2574.27440518503	201.726569972029	26251.5150708305	0.529556017042487	3802.19427246638
"23"	NA	NA	8213.90961195892	NA	NA	NA	NA	165.399475082302	21364.8110112526	0.469904092462688	3879.69276607759
"24"	1669909248.87343	3718.17683175715	8230.38153969733	243.138921633826	15327.3854945886	0.461095493176906	2734.12775149966	157.012310808392	19107.0085149814	0.439041692968562	3643.6321513006
"25"	1669911647.32581	3738.82464511519	8246.84631244278	198.520176169421	13247.8952265126	0.402798934742147	2702.87638796089	157.937024095272	19282.2699068701	0.432330704482121	3800.82514835647
"26"	1669914047.0213	3759.49199082876	8263.31258154566	204.012339344313	12514.1200273959	0.360764094693168	2625.44925979235	171.722737496046	20083.118829086	0.421981365059966	4008.94224986067
