""	"Time"	"Flow_S5"	"Flow_S6"	"Mean_CH4_S5"	"Mean_CO2_S5"	"Mean_N2O_S5"	"Mean_NH3_S5"	"Mean_CH4_S6"	"Mean_CO2_S6"	"Mean_N2O_S6"	"Mean_NH3_S6"
"1"	1675215473.33083	NA	5314.20493002826	NA	NA	NA	NA	NA	NA	NA	NA
"2"	1675217272.65915	13470.8008054251	5117.78165514854	NA	NA	NA	NA	NA	NA	NA	NA
"3"	1675219672.43734	9194.37778831412	5047.96008548562	NA	NA	NA	NA	225.54822104066	20692.0927400843	2.64034718423852	10644.4157729913
"4"	1675222071.39474	9389.64284717189	5713.35135933867	154.769270554427	20022.2230927245	0.80656090697867	6579.09344898622	240.380608955763	21071.6180141719	2.88439251121651	11830.3969994576
"5"	1675224471.48371	11508.3348404704	6083.05490341313	185.835909768889	23288.9423298514	0.834347915854381	8038.9299357285	250.824489643587	20942.2130736101	2.71270508977465	12374.0760427598
"6"	1675226870.24937	10971.9613831931	6339.83952285039	162.626287128389	21475.2043578853	0.57691235650731	7318.79100717297	236.887819047953	19396.6555625168	2.6260900778109	12536.8626849586
"7"	1675229269.91729	11601.5969700125	5328.06125260368	172.642882161491	20933.81355843	0.756359281171801	7589.10225506061	211.522672270656	16326.11184946	2.25515775024717	10517.9256412856
"8"	1675231668.7381	10939.3055626748	6060.8420539355	182.528146669359	19941.2053772116	0.789101607883019	7544.02005339156	247.815818766561	18123.9969684581	2.69314697419056	12112.2368820744
"9"	1675234068.54261	10942.7741565613	6112.18086535953	175.933551951338	19877.6117871782	0.789639466731406	7579.22553821598	260.595457332348	18563.6872651265	2.6399000362859	12179.9472317105
"10"	1675236467.95865	10100.7716339489	6422.11953279188	174.552178909224	18885.8534680553	0.733200417818988	7194.97496166089	286.854771613201	19937.3408417175	2.62896322892955	12201.7933458746
"11"	1675238867.01754	9664.33049358634	6202.8705717898	175.439937925482	18730.1305249582	0.804010367027637	7052.25173145854	263.235419640107	25984.0979306722	2.55481880293347	11391.2282403203
"12"	1675241266.75063	15666.6402590055	6488.86343943999	184.954171618013	24300.4207719805	0.845618826395013	9747.80462158897	254.196693137829	23299.6616020801	2.44299209645215	11649.79352129
"13"	1675243665.83459	14880.5264602768	5440.62897604167	192.272229058	24818.2663720205	0.68330697031862	8860.4011117508	249.274986197945	23414.9880591352	2.37612717048709	10563.1536779592
"14"	1675246065.11404	9681.86242785169	5436.3474121751	171.021129278157	23553.2069914135	0.625291086186107	7038.15751259992	253.260238161115	24117.1903919087	2.51762624316117	10877.0625591244
"15"	1675248465.78822	8426.84116453621	6207.46162705188	148.565020166319	19671.3069364528	0.628409927039115	6141.8981972138	262.565344520314	22829.1311344418	2.62492871854163	11814.280528925
"16"	1675250865.43108	14214.8955363419	6830.37825180878	179.165127934334	21980.9357934229	0.702532405166577	8505.0331448464	239.426007471225	20170.5177647425	2.55747505647692	11827.4144512489
"17"	1675253264.49624	16166.9616577647	7776.9191655645	190.806656578567	23349.2341954022	0.842812962836497	9351.47858914445	237.209141421393	20269.1230437756	2.66887379058431	12988.2755555065
"18"	1675255662.901	17208.7611133121	8075.94807791937	163.68667267537	20758.3888872564	0.854952614944563	8753.47727282556	233.498344438819	23618.7696773092	2.20475550811486	11255.138493613
"19"	1675258062.9787	24324.5228544729	8745.09098736139	199.887795584536	30070.4988842481	0.94177025050525	11018.9025524802	211.088684614402	22027.7218013911	2.18335954502642	11377.4169501552
"20"	1675260462.7193	21621.7760346705	7060.44573603046	180.126686551471	27804.8406681963	0.775530341919526	9740.32243384764	237.720835063667	23292.2736696648	2.21143859324482	10495.1670852484
"21"	1675262861.39724	21643.8096762095	6224.22863194623	168.182039892734	26558.6090659137	0.560275997405552	8925.23337711513	204.636664035645	20208.3580324779	2.13300013898937	9848.44646510428
"22"	1675265260.35589	19029.2268790126	7156.74406243968	179.910343953561	24988.4410528469	0.630368672228963	8864.15755486978	221.709141235243	20577.2533537628	2.23644927871662	11234.7233946873
"23"	1675267659.77193	18320.5200653835	6945.25986212566	182.047639804619	23880.7825425161	0.80640490337046	8915.61169026452	230.428934804409	20304.0736667191	2.3898305018248	11028.8832399026
"24"	1675269684.07769	17803.0794908292	6161.55192703524	191.394913570941	23068.555890073	0.746876706291322	8293.36516441131	204.102260701407	17979.3251263114	2.11564118370522	9771.03464649855
"25"	1675271338.9198	16110.0184354979	NA	165.256444349988	20954.0312013643	0.807502559898899	8039.33323790967	NA	NA	NA	NA
"26"	1675273138.27318	15128.7925383435	NA	145.140587563453	17234.433597291	0.69802391446853	6918.40256560971	NA	NA	NA	NA
"27"	1675274939.32331	13448.8	NA	177.207557791265	19296.0429627035	0.770104580029397	7004.19554819984	NA	NA	NA	NA
"28"	1675276738.41103	13241.5418597744	NA	175.858574402833	19677.5187868164	0.789461015996053	7747.0365238464	NA	NA	NA	NA
"29"	1675278538.34336	14909.7956953347	NA	153.043025435979	18584.7877721399	0.531083703591222	7687.47630849571	NA	NA	NA	NA
"30"	1675280338.64411	17485.2682091934	NA	145.769716297508	25016.2219543475	0.560459384740188	7854.60518857199	NA	NA	NA	NA
"31"	1675282135.45614	17572.429499293	NA	167.212944557232	25100.5683466923	0.568768161602095	8101.36737600158	NA	NA	NA	NA
"32"	1675283933.95739	14288.7867067434	NA	169.925068772041	23559.2426346659	0.551746270935373	7214.61960856839	NA	NA	NA	NA
"33"	1675285737.13534	9441.05626577714	NA	144.261389736095	21285.8463660646	0.588661752155681	5815.21913428496	NA	NA	NA	NA
"34"	1675287537.22306	9297.22707316805	NA	165.309719682641	22584.8273877335	0.602264617026896	6013.96284489031	NA	NA	NA	NA
"35"	1675289334.63409	8227.52631151076	NA	159.808849787582	20414.8039954648	0.615593734640345	5638.69834836199	NA	NA	NA	NA
"36"	1675291135.20551	9153.56475747307	NA	149.844152295011	20042.2617431642	0.671909070341566	6372.97164042927	NA	NA	NA	NA
"37"	1675292935.04762	8921.07902675482	NA	146.563754890486	18871.8509880038	0.610117276680701	6295.38222925851	NA	NA	NA	NA
"38"	1675294733.86466	9678.57008950811	NA	158.850970932516	19193.5038466132	0.646581781189134	6648.01801729017	NA	NA	NA	NA
"39"	1675296534.31078	10159.2129257227	NA	164.476703036105	19488.7362188456	0.611195137857695	6869.18130585365	NA	NA	NA	NA
"40"	1675298333.91228	8987.24672789917	NA	162.927090066653	18984.7379871104	0.58724102985426	6250.50172077044	NA	NA	NA	NA
"41"	1675300133.58647	11137.426501792	NA	407.881865270348	60086.3250015442	1.46742423220075	9615.27802201602	NA	NA	NA	NA
"42"	1675301931.99499	23509.0618708831	NA	360.700974296592	51563.9708960559	1.54838804406653	16351.9558734194	NA	NA	NA	NA
"43"	1675303733.28571	23650.7105085329	NA	420.388554002006	62024.4031593658	1.88784904635215	17694.9185706071	NA	NA	NA	NA
