""	"M_Time_S5"	"M_Time_S6"	"M_Time_BGr"	"M_Time_BGt"	"M_NH3_S5"	"M_N2O_S5"	"M_CO2_S5"	"M_CH4_S5"	"M_NH3_S6"	"M_N2O_S6"	"M_CO2_S6"	"M_CH4_S6"	"M_NH3_BGr"	"M_N2O_BGr"	"M_CO2_BGr"	"M_CH4_BGr"	"M_NH3_BGt"	"M_N2O_BGt"	"M_CO2_BGt"	"M_CH4_BGt"	"M_H2O_S5"	"M_H2O_S6"	"M_H2O_BGr"	"M_H2O_BGt"
"1"	NaN	2022-12-01 02:11:02.298246	NaN	2022-12-01 02:21:02.072682	NA	NA	NA	NA	7976.7566385188	0.381467335102707	2728.59331974937	56.257142083381	NA	NA	NA	NA	85.6944854685789	0.339449493259774	421.547419290351	2.76046201112782	NA	1.03224801593677	NA	0.707216962372657
"2"	2022-12-01 02:31:02.408521	2022-12-01 02:51:01.817043	NaN	2022-12-01 03:01:01.934837	9910.26185974511	0.431629492770175	3839.74110919123	167.015515924035	7615.38532111253	0.377560229009724	2340.2799412183	47.8374327537945	NA	NA	NA	NA	85.0973532694536	0.339926647396742	422.89040049396	2.82792539345338	1.18930616572055	1.00992883792416	NA	0.704793376226541
"3"	2022-12-01 03:11:02.150376	2022-12-01 03:31:02.79198	2022-12-01 03:21:00.383459	2022-12-01 03:41:01.117795	10429.4095751491	0.426362052091629	3230.37111924737	152.57121486782	7436.30015873534	0.373729247611805	2079.71378419624	45.0542711443659	27.2146766350852	0.337712567645915	410.747088486566	2.24773111650025	85.917350249782	0.339135779853835	422.129729773584	2.586798277302	1.19359256291226	0.990159669519098	0.585890364484887	0.699872408004962
"4"	2022-12-01 03:51:01.360902	2022-12-01 04:11:01.213032	2022-12-01 04:01:01.22807	2022-12-01 04:21:00.441103	10700.7764873634	0.42459628825391	2868.38672890351	132.596931569449	7904.69203878045	0.376406364728321	2044.35125810125	43.2276739337995	26.5635931056817	0.336311100590777	411.167202290827	2.14136483908897	86.0122486198396	0.340678794513684	420.743157563383	2.69784271416441	1.17796252683707	0.968076642978697	0.584038420576391	0.694941463543133
"5"	2022-12-01 04:30:59.205514	2022-12-01 04:50:59.719298	2022-12-01 04:41:00.649123	2022-12-01 05:00:58.689223	11027.7298118922	0.414836511157895	2447.44175492231	117.702998588784	8179.3883212193	0.377270082607794	2101.14333904962	46.702639114183	28.124460332188	0.337787419955263	411.285527120501	2.28067820684511	84.3622392534336	0.338921891232807	421.288863214612	2.55898574249248	1.18213229412055	0.966180710604637	0.578908615820677	0.690635322456266
"6"	2022-12-01 05:10:57.428571	2022-12-01 05:30:58.591479	2022-12-01 05:21:00.629073	2022-12-01 05:40:59.463659	11332.0556187694	0.421320899293835	2623.82651932907	124.478056307293	8251.27006459273	0.376883528040627	2063.99519881178	47.8282518649925	27.8933135761404	0.337822660684586	410.842401114687	2.28385552596742	83.3282727354637	0.338758828465439	420.667383570501	2.72829279752105	1.16585762971704	0.951900291131729	0.573153523035614	0.684623670882506
"7"	2022-12-01 05:50:56.353384	2022-12-01 06:10:58.83208	2022-12-01 06:00:56.553885	2022-12-01 06:20:59.315789	11187.4808422907	0.422788300294687	2681.08742372882	133.255537741103	8325.12872031754	0.373581822577368	2028.2701451792	47.2195594053935	25.9064132011303	0.33775155113609	410.712856393383	2.26814626230852	83.7018080814486	0.337599189352556	420.605324520451	2.9631035034188	1.15041726854787	0.951998212879825	0.560342322403033	0.674311381868872
"8"	2022-12-01 06:30:57.235589	2022-12-01 06:50:56.691729	2022-12-01 06:40:57.724311	2022-12-01 07:00:56.305764	11267.2846041328	0.421330819647769	2635.79627520301	134.116615343509	8248.83140699449	0.375695724475188	1966.5224544609	47.674173775599	29.4127694617995	0.338258163290526	412.989490636366	2.23108214849023	85.1717890587343	0.33841536688792	420.955845261353	2.54496598301103	1.16649282938496	0.933182526911955	0.555922195449123	0.663495279983183
"9"	2022-12-01 07:10:56.02005	2022-12-01 07:30:56.165414	2022-12-01 07:20:57.458647	2022-12-01 07:40:56.661654	11491.6492147511	0.421289195039975	2649.10475472607	134.435333303383	8733.94052293709	0.380843106167769	2095.66887555213	52.7624326167093	27.3394560321855	0.338669427247744	417.589435437343	2.49292024608145	81.9003737736466	0.337963127971454	421.022418692506	2.62701895451228	1.13422740847544	0.937237302413409	0.538563134458972	0.653430517019298
"10"	2022-12-01 07:50:56.105263	2022-12-01 08:10:55.340852	2022-12-01 08:00:57.130326	2022-12-01 08:20:55.483709	11501.1360699073	0.424468301155138	2743.92430121729	144.451616438195	8758.33442417569	0.382299837622381	1987.81824757018	49.428830828386	27.7722171521429	0.340408801818872	418.465507010451	2.56018762631278	80.6498579585614	0.338208408567769	422.08729114609	2.7595007773218	1.12571903970509	0.916630379426241	0.542571131561078	0.652933332495689
