DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2022-05-20                13:04:05.084              139.54450329              3349.068079               140.54450329              1653051845.084            0                         963                       1.4003514024E+02          4.4796650295E+01          3.3875000000E+01          4.4756874363E+01          4.4852791668E+01          2.5000000000E+01          3.0000000000E+00          4.6130931990E+04          0.0000000000E+00          2.6176477819E-01          2.6176477819E-01          2.6176477819E-01          2.6176477819E-01          2.6680400382E-01          2.6680400382E-01          2.6680400382E-01          2.6680400382E-01          4.6001642452E+02          0.0000000000E+00          1.8714721195E+00          1.8977311662E+00          1.0903172704E+00          9.9960572909E+01          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          0.0000000000E+00          4.0197595646E+02          0.0000000000E+00          
2022-05-20                13:04:06.618              139.54452104              3349.068505               140.54452104              1653051846.618            0                         963                       1.4003514024E+02          4.4796650295E+01          3.3875000000E+01          4.4756874363E+01          4.4852791668E+01          4.7000000000E+01          3.0000000000E+00          4.6130931990E+04          0.0000000000E+00          2.6176439145E-01          2.6176458482E-01          2.6176458482E-01          2.6176458482E-01          2.6680360848E-01          2.6680380615E-01          2.6680380615E-01          2.6680380615E-01          4.6001652536E+02          0.0000000000E+00          1.8600443969E+00          1.8861428641E+00          1.0903170464E+00          9.9960565295E+01          0.0000000000E+00          5.3520786574E-01          0.0000000000E+00          1.4214932518E+00          0.0000000000E+00          4.0197595646E+02          0.0000000000E+00          
2022-05-20                13:04:07.908              139.54453598              3349.068864               140.54453598              1653051847.909            0                         963                       1.4003393168E+02          4.4797447205E+01          3.3875000000E+01          4.4759757996E+01          4.4854972839E+01          2.0000000000E+00          3.0000000000E+00          4.6137308059E+04          0.0000000000E+00          2.3538064074E-01          2.5296993680E-01          2.5296993680E-01          2.5296993680E-01          2.3990551852E-01          2.5783771027E-01          2.5783771027E-01          2.5783771027E-01          4.4581778130E+02          0.0000000000E+00          1.8504273050E+00          1.8763906353E+00          1.0903168604E+00          9.9960296117E+01          0.0000000000E+00          5.3520786574E-01          0.0000000000E+00          1.4214932518E+00          6.4978478530E+01          4.0197595646E+02          9.9947233271E+01          
2022-05-20                13:04:08.645              139.54454451              3349.069068               140.54454451              1653051848.646            0                         963                       1.4002431170E+02          4.4797447205E+01          3.3875000000E+01          4.4759757996E+01          4.4854972839E+01          4.6000000000E+01          3.0000000000E+00          4.6138295410E+04          0.0000000000E+00          2.2033246363E-01          2.4481056850E-01          2.4481056850E-01          2.4481056850E-01          2.2457558405E-01          2.4952217872E-01          2.4952217872E-01          2.4952217872E-01          4.3771285004E+02          0.0000000000E+00          1.8449770679E+00          1.8709346369E+00          1.0932623570E+00          1.0008473193E+02          0.0000000000E+00          5.3520786574E-01          6.0165439994E+01          1.4214932518E+00          6.4978478530E+01          4.0197595646E+02          9.9947233271E+01          
2022-05-20                13:04:09.730              139.54455707              3349.069370               140.54455707              1653051849.731            0                         963                       1.4002496826E+02          4.4801366238E+01          3.3907233656E+01          4.4774521262E+01          4.4865942985E+01          4.7000000000E+01          3.0000000000E+00          4.6143035270E+04          0.0000000000E+00          1.9817846795E-01          2.3548414839E-01          2.3548414839E-01          2.3548414839E-01          2.0200386593E-01          2.4001851616E-01          2.4001851616E-01          2.4001851616E-01          4.2578089608E+02          0.0000000000E+00          1.8369540189E+00          1.8629024134E+00          1.0976008026E+00          1.0026792362E+02          0.0000000000E+00          4.0460628242E-01          6.0165439994E+01          1.2811930590E+00          6.4978478530E+01          4.0197595646E+02          9.9947233271E+01          
2022-05-20                13:04:10.471              139.54456565              3349.069576               140.54456565              1653051850.472            0                         963                       1.4002496826E+02          4.4801366238E+01          3.3907233656E+01          4.4774521262E+01          4.4865942985E+01          4.7000000000E+01          3.0000000000E+00          4.6143035270E+04          0.0000000000E+00          1.9819179070E-01          2.2926875544E-01          2.2926875544E-01          2.2926875544E-01          2.0202793250E-01          2.3368675222E-01          2.3368675222E-01          2.3368675222E-01          4.2578173026E+02          0.0000000000E+00          1.8314744695E+00          1.8574160942E+00          1.1005643635E+00          1.0039318508E+02          0.0000000000E+00          4.0460628242E-01          6.0165439994E+01          1.2811930590E+00          6.4978478530E+01          4.0197595646E+02          9.9947233271E+01          
2022-05-20                13:04:11.127              139.54457323              3349.069758               140.54457323              1653051851.127            0                         963                       1.4003428176E+02          4.4805046082E+01          3.3937500000E+01          4.4788383484E+01          4.4876243591E+01          2.5000000000E+01          3.0000000000E+00          4.6153781614E+04          0.0000000000E+00          2.0265213814E-01          2.2546638154E-01          2.2546638154E-01          2.2546638154E-01          2.0658554162E-01          2.2981515070E-01          2.2981515070E-01          2.2981515070E-01          4.2620663056E+02          0.0000000000E+00          1.8266308105E+00          1.8525661112E+00          1.1031843966E+00          1.0050395308E+02          0.0000000000E+00          4.0460628242E-01          6.0165439994E+01          1.2811930590E+00          6.4978478530E+01          3.9216901936E+02          9.9947233271E+01          
2022-05-20                13:04:12.220              139.54458588              3349.070061               140.54458588              1653051852.220            0                         963                       1.4003428176E+02          4.4805046082E+01          3.3937500000E+01          4.4788383484E+01          4.4876243591E+01          4.7000000000E+01          3.0000000000E+00          4.6153781614E+04          0.0000000000E+00          2.1009577886E-01          2.2354505621E-01          2.2354505621E-01          2.2354505621E-01          2.1419244674E-01          2.2786231271E-01          2.2786231271E-01          2.2786231271E-01          4.2691548894E+02          0.0000000000E+00          1.8382375648E+00          1.8644427052E+00          1.1075577192E+00          1.0068880501E+02          0.0000000000E+00          4.2858970252E-01          6.0165439994E+01          1.2919573022E+00          6.4978478530E+01          3.9216901936E+02          9.9947233271E+01          
2022-05-20                13:04:12.969              139.54459455              3349.070269               140.54459455              1653051852.969            0                         963                       1.4003428176E+02          4.4805046082E+01          3.3937500000E+01          4.4788383484E+01          4.4876243591E+01          4.7000000000E+01          3.0000000000E+00          4.6153781614E+04          0.0000000000E+00          2.1010966768E-01          2.2205223526E-01          2.2205223526E-01          2.2205223526E-01          2.1421786452E-01          2.2634626291E-01          2.2634626291E-01          2.2634626291E-01          4.2691621311E+02          0.0000000000E+00          1.8461913959E+00          1.8725822372E+00          1.1105552624E+00          1.0081542781E+02          0.0000000000E+00          4.2858970252E-01          6.0165439994E+01          1.2919573022E+00          6.4978478530E+01          3.9216901936E+02          9.9947233271E+01          
2022-05-20                13:04:13.529              139.54460104              3349.070425               140.54460104              1653051853.530            0                         963                       1.4003690997E+02          4.4805046082E+01          3.3937500000E+01          4.4788383484E+01          4.4876243591E+01          2.0000000000E+00          3.0000000000E+00          4.6159887521E+04          0.0000000000E+00          2.0838488314E-01          2.2068550005E-01          2.2068550005E-01          2.2068550005E-01          2.1246718341E-01          2.2495835496E-01          2.2495835496E-01          2.2495835496E-01          4.2221160912E+02          0.0000000000E+00          1.8521488292E+00          1.8786791800E+00          1.1128007574E+00          1.0091025084E+02          0.0000000000E+00          4.2858970252E-01          6.0165439994E+01          1.2919573022E+00          6.6256227737E+01          3.9216901936E+02          1.0089745928E+02          
