"time" "temp_C"
"85" 84 23.3060217149523
"86" 85 22.6450577799479
"87" 86 22.2391922788267
"88" 87 21.3270624457465
"89" 88 21.8180335828993
"90" 89 21.4283550347222
"91" 90 18.4613759358724
"92" 91 19.8346849681713
"93" 92 20.7535676405165
"94" 93 21.369764223452
"95" 94 21.8934071858724
"96" 95 22.16997567636
"97" 96 21.9574598524306
"98" 97 21.9216102204499
"99" 98 22.288249669958
"100" 99 22.204732937283
"101" 100 21.6005524359809
"102" 101 21.1211008481626
"103" 102 20.9760141104239
"104" 103 21.0511891004774
"105" 104 21.0693621826172
"106" 105 21.218917711046
"107" 106 20.0478959373192
"108" 107 19.9154211199725
"109" 108 20.1235674596716
"110" 109 20.3867295780888
"111" 110 21.6333235677083
"112" 111 21.3104782669633
"113" 112 20.0759996654369
"114" 113 19.4149662159107
"115" 114 19.7926286824544
"116" 115 19.4561287434896
"117" 116 19.1097974650065
"118" 117 18.9946516248915
"119" 118 19.9365237426758
"120" 119 20.4002352566189
"121" 120 20.9914562649197
"122" 121 20.9207004123264
"123" 122 20.4036613294813
"124" 123 20.1397047593859
"125" 124 19.4833486441153
"126" 125 19.1904839635778
"127" 126 18.860289984809
"128" 127 18.9911758987992
"129" 128 18.7649557834201
"130" 129 18.7199699571398
"131" 130 18.8359599021629
"132" 131 18.9771736879702
"133" 132 18.8639643238209
"134" 133 18.9548297345197
"135" 134 18.8234472882306
"136" 135 19.1107408763744
"137" 136 19.2938619882089
"138" 137 19.1354681848597
"139" 138 19.0889927616826
"140" 139 18.8474794514974
"141" 140 18.6888870352286
"142" 141 18.2168834318938
"143" 142 18.3867967845775
"144" 143 18.2844118245443
"145" 144 17.8809296784578
"146" 145 17.835645932798
"147" 146 18.0672285970052
"148" 147 17.9658367015697
"149" 148 18.0933461959274
"150" 149 18.3345615867332
"151" 150 18.3270142957899
"152" 151 18.2950376157407
"153" 152 18.0884947832893
"154" 153 17.1496369086372
"155" 154 16.9549465942383
"156" 155 16.8249047851562
"157" 156 16.9455621337891
"158" 157 17.2175625271267
"159" 158 17.5740230645074
"160" 159 17.8643454996745
"161" 160 18.8193439453125
"162" 161 19.0908795844184
"163" 162 18.9964391411675
"164" 163 19.1543364122179
"165" 164 18.2817305501302
"166" 165 18.31792775472
"167" 166 18.3782029563273
"168" 167 17.4530181432653
"169" 168 17.3430858922888
"170" 169 17.3853904441551
"171" 170 17.4047552038122
"172" 171 17.7783461055049
"173" 172 17.4728794352213
"174" 173 17.951735184281
"175" 174 17.8104220920139
"176" 175 17.2894604040075
"177" 176 16.9842916531033
"178" 177 17.0898544198495
"179" 178 17.5370314082393
"180" 179 17.8167777054398
"181" 180 18.3493582492405
"182" 181 18.7897823983651
"183" 182 19.0715148247613
"184" 183 19.1963430447049
"185" 184 19.3886003508391
"186" 185 19.403992852105
"187" 186 19.4928721336082
"188" 187 19.3745981400101
"189" 188 19.1235514096861
"190" 189 19.0041850450304
"191" 190 18.6211600296586
"192" 191 18.2966265190972
"193" 192 18.1139026331019
"194" 193 18.0986094382957
"195" 194 18.0321734167028
"196" 195 18.0736835168909
"197" 196 18.0436929660373
"198" 197 18.1054615840205
"199" 198 17.7524271195023
"200" 199 17.5710935239439
"201" 200 17.3369288917824
"202" 201 16.984887491862
"203" 202 16.3048368552879
"204" 203 15.89748175727
"205" 204 14.6288417335793
"206" 205 12.2052675826461
"207" 206 13.2667543312355
"208" 207 14.5011336263021
"209" 208 16.0631249321831
"210" 209 16.7903461371528
"211" 210 17.2276917860243
"212" 211 17.4837038393374
"213" 212 17.7134989872685
"214" 213 17.87993661386
"215" 214 17.9479615388093
"216" 215 17.7600453436312
"217" 216 17.5707956045645
"218" 217 17.5999917037399
"219" 218 17.5616594102648
"220" 219 17.5343501338252
"221" 220 17.3920439769604
"222" 221 17.2977028401693
"223" 222 17.2609594500506
"224" 223 17.2155763979311
"225" 224 17.2260035762081
"226" 225 17.1541056993273
"227" 226 17.0583742720993
"228" 227 17.0049473967376
"229" 228 16.9411926495587
"230" 229 16.8378146249277
"231" 230 16.7314574065032
"232" 231 16.6500261094835
"233" 232 16.674654111509
"234" 233 16.6593609167028
"235" 234 16.6067284930194
"236" 235 16.5679989737052
"237" 236 16.5582031007797
"238" 237 16.0102442423503
"239" 238 15.8724565294054
"240" 239 15.7720576985677
"241" 240 15.3941469658746
"242" 241 15.4774154324002
"243" 242 15.5115272013346
"244" 243 15.2831719970703
"245" 244 15.1763678995768
"246" 245 15.2180766126844
"247" 246 15.2159911770291
"248" 247 15.2569550916884
"249" 248 15.2718510606554
"250" 249 15.1906680297852
"251" 250 15.1945409817166
"252" 251 15.2597853257921
"253" 252 15.4407713487413
"254" 253 15.3412662760417
"255" 254 15.385805223253
"256" 255 15.5533848741319
"257" 256 15.5644078911675
"258" 257 15.6214594523112
"259" 258 15.5414680989583
"260" 259 15.397126159668
"261" 260 15.4647538587782
"262" 261 15.5189751858181
"263" 262 15.5459368896484
"264" 263 15.7042810397678
"265" 264 15.653187866211
"266" 281 15.8
"267" 358 17.7
