"time" "temp_C"
"1" 0 14.0625962999132
"2" 1 14.4445289442274
"3" 2 14.7186147732205
"4" 3 15.5625210684317
"5" 4 16.4286720106337
"6" 5 16.9943216055411
"7" 6 17.5027706796152
"8" 7 18.0036724627459
"9" 8 17.9871875904225
"10" 9 17.8119116889106
"11" 10 17.6535178855613
"12" 11 18.1240318919994
"13" 12 17.5036644377532
"14" 13 17.8191610604745
"15" 14 17.7833114284939
"16" 15 17.5810241699219
"17" 16 17.5510336190683
"18" 17 17.3186565031829
"19" 18 17.4063441071687
"20" 19 17.3999476028476
"21" 20 17.4771496129919
"22" 21 18.2940445511429
"23" 22 18.1228402144821
"24" 23 17.7907594129774
"25" 24 17.6465664333767
"26" 25 17.8874839048032
"27" 26 18.4770663565176
"28" 27 18.5128166820385
"29" 28 18.4305909333406
"30" 29 17.9443865062572
"31" 30 17.5137936966507
"32" 31 17.5428904893663
"33" 32 17.4151823820891
"34" 33 17.228805063705
"35" 34 17.1627453613281
"36" 35 16.8335444471571
"37" 36 16.6840882251881
"38" 37 17.1583758770978
"39" 38 18.4383368372034
"40" 39 18.7034850848163
"41" 40 18.6154002549913
"42" 41 18.6293031593605
"43" 42 18.6073564317491
"44" 43 18.9847209789135
"45" 44 19.7977429651331
"46" 45 20.4134430157697
"47" 46 20.0598127124928
"48" 47 19.5376295550311
"49" 48 19.7027066831236
"50" 49 19.7292215078848
"51" 50 20.2172134512442
"52" 51 20.5927904821325
"53" 52 20.5518762207031
"54" 53 20.2554464382596
"55" 54 20.3405520742911
"56" 55 20.5046063458478
"57" 56 20.4816665536386
"58" 57 20.8868369095414
"59" 58 21.6119726788556
"60" 59 22.2411784080223
"61" 60 22.4493247477214
"62" 61 21.7935379894869
"63" 62 21.660136311849
"64" 63 22.3822928873698
"65" 64 23.10474738227
"66" 65 22.3321431251808
"67" 66 22.2775245723018
"68" 67 22.4447566505715
"69" 68 21.3311340105975
"70" 69 20.5118557174118
"71" 70 21.1991557255498
"72" 71 21.3783045789931
"73" 72 21.0827685546875
"74" 73 20.437673791956
"75" 74 20.6051044831453
"76" 75 21.5094884123625
"77" 76 22.2272755036531
"78" 77 21.2029293710214
"79" 78 20.1820589644821
"80" 79 20.266072229456
"81" 80 20.299041974103
"82" 81 21.4039256456163
"83" 82 22.0550781023944
"84" 83 22.6889512351707
