"time" "temp_C"
"152" 151 18.7250345865885
"153" 152 18.2787087964255
"154" 153 16.9501302309389
"155" 154 17.0278871889468
"156" 155 16.8783316605179
"157" 156 16.9953146701389
"158" 157 17.3589749258536
"159" 158 18.1067525679977
"160" 159 18.228998819987
"161" 160 19.0697868923611
"162" 161 19.1961444317853
"163" 162 19.0149101426866
"164" 163 19.2480817102503
"165" 164 18.2636567744502
"166" 165 18.1180735044126
"167" 166 17.8638431258191
"168" 167 17.0111043972439
"169" 168 17.0414921739366
"170" 169 17.1374222140842
"171" 170 17.0007765254268
"172" 171 17.4196511727792
"173" 172 17.0016702835648
"174" 173 17.8517335792824
"175" 174 17.749845151548
"176" 175 17.4289859799985
"177" 176 17.5298813431351
"178" 177 18.1038726806641
"179" 178 18.3137072301794
"180" 179 18.3457832166884
"181" 180 17.9477629258898
"182" 181 17.4195518663194
"183" 182 17.4205449309173
"184" 183 17.7586834264685
"185" 184 17.8462717239945
"186" 185 17.5183121405707
"187" 186 17.6054117457816
"188" 187 17.5462669089988
"189" 188 16.6901459192347
"190" 189 15.9913263617622
"191" 190 16.739203310366
"192" 191 17.1597661675347
"193" 192 17.4223324471933
"194" 193 17.8398168041088
"195" 194 17.0626444498698
"196" 195 16.699480726454
"197" 196 16.5301632125289
"198" 197 16.7496304886429
"199" 198 16.9549962474682
"200" 199 16.8329486083984
"201" 200 16.2815991436994
"202" 201 15.87037109375
"203" 202 15.4843668845848
"204" 203 15.1873412633825
"205" 204 15.1953850866247
"206" 205 15.2135581687645
"207" 206 15.1851565212674
"208" 207 15.0608248336227
"209" 208 14.9142484989873
"210" 209 14.8214962655527
"211" 210 14.9068998209635
"212" 211 15.0219960078487
"213" 212 15.022293927228
"214" 213 15.0458295581959
"215" 214 14.9529780183015
"216" 215 14.9195117413556
"217" 216 14.6054054090712
"218" 217 14.5428423394097
"219" 218 14.4352934434679
"220" 219 14.3393634033203
"221" 220 14.1576325819227
"222" 221 14.3000380452474
"223" 222 13.8534568956163
"224" 223 13.6797698974609
"225" 224 13.8019168429905
"226" 225 13.3901922607422
"227" 226 13.210546875
"228" 227 13.0806540256076
"229" 228 12.9337797715929
"230" 229 12.8074619547526
"231" 230 13.038051554362
"232" 231 13.0142180040148
"233" 232 12.80865363227
"234" 233 12.8652583143446
"235" 234 13.3157124159071
"236" 235 13.6708323160807
"237" 236 13.6015431435088
"238" 237 13.7114983113607
"239" 238 13.9924362860786
"240" 239 14.2082788764106
"241" 240 13.8740133327908
"242" 241 13.7526111857096
"243" 242 14.1542065090603
"244" 243 14.6969411383735
"245" 244 14.8785974799262
"246" 245 15.0933973524306
"247" 246 15.1849579083478
"248" 247 15.1816807951751
"249" 248 15.2830726906105
"250" 249 15.4265705249928
"251" 250 15.6312411385995
"252" 251 15.7719583921079
"253" 252 15.9188326461227
"254" 253 15.8885441758898
"255" 254 16.0276725260417
"256" 255 16.1698793764468
"257" 256 16.1647154405382
"258" 257 15.3632130036531
"259" 258 15.5268700493707
"260" 259 15.4929072401259
"261" 260 15.5149532741971
"262" 261 15.4920134819878
"263" 262 15.5158470323351
"264" 263 15.5730475531684
"265" 264 15.5499588012695
