"time" "temp_C"
"1" 0 14.6455836343869
"2" 1 14.724275241428
"3" 2 14.7056056269893
"4" 3 15.2674815764251
"5" 4 15.9318417923539
"6" 5 16.2806060791016
"7" 6 16.6929265001085
"8" 7 17.8910589373553
"9" 8 16.8683017080801
"10" 9 16.3566748272931
"11" 10 15.7933092809607
"12" 11 15.6178347665292
"13" 12 16.047831737377
"14" 13 16.1573667625145
"15" 14 16.2263847520616
"16" 15 16.0065202501085
"17" 16 16.0755382396557
"18" 17 15.9228049045139
"19" 18 15.8853663691768
"20" 19 15.9729298400879
"21" 20 16.4695862720631
"22" 21 17.1205401159216
"23" 22 17.0325545925564
"24" 23 16.8295721887659
"25" 24 16.6288738335504
"26" 25 16.7360255036531
"27" 26 17.1739669912833
"28" 27 17.0669146276403
"29" 28 16.9637352159288
"30" 29 16.6137792516638
"31" 30 16.3081139684606
"32" 31 16.6676033528646
"33" 32 16.653402529116
"34" 33 16.4484444494415
"35" 34 16.7212288411458
"36" 35 16.8622440140336
"37" 36 16.4686925139251
"38" 37 17.0121967683015
"39" 38 18.2856035020616
"40" 39 19.0369561767578
"41" 40 19.1009095368562
"42" 41 19.0181872558594
"43" 42 19.3043884729456
"44" 43 19.6545430501302
"45" 44 19.7258450882523
"46" 45 19.7479904287833
"47" 46 19.1887957537616
"48" 47 18.8405795341388
"49" 48 19.1707964579264
"50" 49 19.1017536417643
"51" 50 19.5581661309136
"52" 51 20.1797004360623
"53" 52 20.2413697475857
"54" 53 19.9983420138889
"55" 54 20.1143816121419
"56" 55 20.3402789815267
"57" 56 20.4806734890408
"58" 57 20.9763368564182
"59" 58 21.7203160264757
"60" 59 22.295970747206
"61" 60 22.6262888590495
"62" 61 22.0000516836984
"63" 62 22.0009560818142
"64" 63 22.2675939263238
"65" 64 22.8613969025788
"66" 65 22.2419728597005
"67" 66 22.2288644070095
"68" 67 22.3593530951606
"69" 68 21.2939933946398
"70" 69 20.1572820027669
"71" 70 20.4635431247287
"72" 71 20.6622553507487
"73" 72 20.3132427978516
"74" 73 19.8090142483181
"75" 74 20.0200901285807
"76" 75 20.6173688309281
"77" 76 20.9652890127676
"78" 77 19.8653706642434
"79" 78 19.0962421332465
"80" 79 19.0940573911314
"81" 80 19.2402364999277
"82" 81 20.0447181306062
"83" 82 20.6224831136068
"84" 83 21.6413673909505
"85" 84 22.1797077094184
"86" 85 22.3297597701461
"87" 86 22.1278697374132
"88" 87 21.7513989483869
"89" 88 21.5926079191985
"90" 89 21.5677813042535
"91" 90 20.6667737946687
"92" 91 20.4488954219112
"93" 92 20.4510801640263
"94" 93 20.5306246383102
"95" 94 20.8056042254413
"96" 95 20.8603220847801
"97" 96 20.6072892252604
"98" 97 20.4844471345124
"99" 98 20.6044093379268
"100" 99 20.4860360378689
"101" 100 20.0016191270616
"102" 101 19.7108498128255
"103" 102 19.4553342918113
"104" 103 18.4955373580367
"105" 104 18.1437938774957
"106" 105 18.4510480640553
"107" 106 19.2514581298828
"108" 107 19.8292231128834
"109" 108 20.352766768844
"110" 109 20.8479087773076
"111" 110 21.7376946569372
"112" 111 21.5249802200883
"113" 112 20.1670636890553
"114" 113 19.1582093641493
"115" 114 19.6728154387297
"116" 115 19.3645681875723
"117" 116 18.9865084951895
"118" 117 19.1272257486979
"119" 118 20.1546503815828
"120" 119 20.6507854546441
"121" 120 21.2439429389106
"122" 121 21.0512884069372
"123" 122 20.8009368218316
"124" 123 20.3470069941768
"125" 124 19.9032418920123
"126" 125 19.5976404486762
"127" 126 19.0055256822374
"128" 127 19.0379988945855
"129" 128 19.0412760077582
"130" 129 19.074791937934
"131" 130 19.0895389472114
"132" 131 19.2520539686415
"133" 132 19.0615345255534
"134" 133 19.3514100816515
"135" 134 19.2413288709852
"136" 135 19.674950527615
"137" 136 19.8696408420139
"138" 137 19.6996778361002
"139" 138 19.7549418809679
"140" 139 19.5520587836372
"141" 140 19.059449089898
"142" 141 18.6709622192383
"143" 142 18.9419198947483
"144" 143 18.7865549384223
"145" 144 18.5032336086697
"146" 145 18.2921577284071
"147" 146 18.2231893920898
"148" 147 18.1744795735677
"149" 148 18.4440966118707
"150" 149 18.6976260036892
"151" 150 18.7892362128364
