time,wash_water
0,0
0.270833333333333,0
12.4895833333333,0
19.5625,0
26.5625,0
27.2395833333333,0
27.2986111111111,0
33.59375,0
40.3020833333333,0
47.3854166666667,0
54.3194444444444,0
55.25,0
55.3506944444445,0
61.3715277777778,0
68.3229166666667,0
69.2361111111111,0
69.2638888888889,0
69.2916666666667,0
75.6666666666667,0
76,25625.6371243819
77.5597222222222,0
82.3958333333333,0
82.6041666666667,0
95.25,0
95.2708333333333,0
103.395833333333,0
110.395833333333,0
117.402777777778,0
117.479166666667,0
117.541666666667,0
125.416666666667,0
131.416666666667,0
138.416666666667,0
145.4375,0
145.46875,0
145.541666666667,0
159.354166666667,0
159.4375,0
159.5,0
166.354166666667,0
173.395833333333,0
179.3125,0
180,25619.4736842105
186.5,0
187.416666666667,0
194.541666666667,0
201.333333333333,0
208.447916666667,0
208.489583333333,0
208.496527777778,0
215.534722222222,0
222.520833333333,0
229.416666666667,0
236.333333333333,0
236.416666666667,0
236.46875,0
243.395833333333,0
249.729166666667,0
249.739583333333,0
257.461805555556,0
271.604166666667,0
277.673611111111,0
280.541666666667,0
280.625,0
