time,CH4_emission_manure,CH4_emission_total,temperature_manure,slurry_mass,VFA,pH,SectionID
69.2638888888889,,,,33908.3383580367,,,6
69.2916666666667,,,,8460.99904,,,6
70,4260.37921800801,4553.50134333976,20.4635431247287,,,,6
71,4312.54549907672,4608.57130731665,20.6622553507487,,,,6
72,4335.29094111262,4634.69476322726,20.3132427978516,,,,6
73,3964.60925166526,4266.97354182984,19.8090142483181,,,,6
74,4154.16358934362,4296.7089658571,20.0200901285807,,,,6
75,,,20.6173688309281,,2.67646550737932,7.56,6
75.6666666666667,,,,29613.49664,,,6
76,,,20.9652890127677,29613.497,,,6
77,,,19.8653706642434,,,,6
77.5597222222222,,,,29613.49664,,,6
78,,,19.0962421332465,,,,6
79,,,19.0940573911314,,,,6
80,,,19.2402364999277,,,,6
81,,,20.0447181306062,,,,6
82,,,20.6224831136068,,,,6
82.3958333333333,,,,27498.24688,,,6
82.6041666666667,,,,27498.24688,,,6
83,,,21.6413673909505,,,,6
84,,,22.1797077094184,,,,6
85,,,22.3297597701461,,,,6
86,,,22.1278697374132,,,,6
87,,,21.7513989483869,,,,6
88,,,21.5926079191985,,,,6
89,,,21.5677813042535,,,,6
90,,,20.6667737946687,,,,6
91,,,20.4488954219112,,,,6
92,,,20.4510801640263,,,,6
93,,,20.5306246383102,,,,6
94,,,20.8056042254413,,,,6
95,2108.14091231109,2130.61675488435,20.8603220847801,,2.66272127697748,7.38,6
95.25,,,,27498.24688,,,6
95.2708333333333,,,,12691.49856,,,6
96,2513.44588891583,2524.74770091257,20.6072892252604,,,,6
97,1539.41420513718,1693.4312752488,20.4844471345124,,,,6
98,1843.24820517125,2122.03461144035,20.6044093379268,,,,6
99,1142.80467463925,1432.23521229665,20.4860360378689,,,,6
100,1299.72519695454,1600.1897752326,20.0016191270616,,,,6
