Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
16/02/2023 00.04.11						16,12	0,	0,48	0,	25,55			13,90	101,1	0,5	0,09	25,5			20,06	68,3	0,98	3,74	25,67				20,68	80,2	1,02	4,9	25,5				5,46	95,5					
16/02/2023 00.09.10						16,12	0,	0,49	0,	25,55			13,96	101,1	0,48	0,09	25,5			20,06	67,8	0,97	3,74	25,67				20,81	79,8	1,11	4,9	25,5				5,46	95,6					
16/02/2023 00.14.11						16,12	0,	0,48	0,	25,55			13,96	101,1	0,51	0,08	25,5			20,13	68,	0,94	3,75	25,67				20,93	80,3	1,05	4,86	25,5				5,46	95,5					
16/02/2023 00.19.10						16,12	0,	0,48	0,	25,55			13,96	101,1	0,47	0,09	25,5			20,25	67,6	0,92	3,74	25,67				21,00	79,5	0,98	4,86	25,5				5,52	95,6					
16/02/2023 00.24.12						16,06	0,	0,48	0,	25,55			13,96	101,1	0,49	0,08	25,5			20,25	67,2	0,91	3,74	25,67				21,06	79,2	1,02	4,83	25,5				5,58	95,5					
16/02/2023 00.29.10						16,06	0,	0,48	0,	25,55			13,90	101,1	0,49	0,09	25,5			20,38	67,6	0,95	3,75	25,67				21,00	79,5	1,02	4,78	25,5				5,58	95,4					
16/02/2023 00.34.11						16,06	0,	0,48	0,	25,55			13,90	101,1	0,47	0,08	25,5			20,38	67,2	0,94	3,75	25,67				21,06	79,4	1,02	4,78	25,5				5,65	95,5					
16/02/2023 00.39.09						16,06	0,	0,48	0,	25,55			13,90	101,1	0,47	0,09	25,5			20,56	67,2	0,9	3,74	25,67				21,12	79,3	0,98	4,81	25,5				5,71	95,4					
16/02/2023 00.44.11						16,06	0,	0,47	0,	25,55			13,96	101,1	0,48	0,09	25,5			20,69	66,8	0,91	3,75	25,67				21,25	78,9	0,92	4,81	25,5				5,71	95,5					
16/02/2023 00.49.10						16,12	0,	0,47	0,	25,55			13,96	101,1	0,47	0,1	25,5			20,63	66,4	0,94	3,74	25,67				21,25	79,5	1,01	4,82	25,5				5,77	95,6					
16/02/2023 00.54.10						16,06	0,	0,49	0,	25,55			14,02	101,1	0,48	0,09	25,5			20,69	66,4	0,9	3,75	25,67				21,62	79,5	1,03	4,78	25,5				5,77	95,5					
16/02/2023 00.59.11						16,12	0,	0,53	0,	25,55			13,96	101,1	0,48	0,09	25,5			20,69	66,8	0,9	3,75	25,67				21,75	79,8	1,01	4,84	25,5				5,83	95,6					
16/02/2023 01.04.09						16,06	0,	0,49	0,	25,55			14,02	101,1	0,49	0,08	25,5			20,75	66,4	0,98	3,74	25,67				21,62	79,	0,98	4,85	25,5				5,90	95,5					
16/02/2023 01.09.11						16,06	0,	0,48	0,	25,55			14,08	101,1	0,48	0,09	25,5			20,81	66,8	0,93	3,75	25,67				21,81	78,7	1,03	4,81	25,5				5,96	95,6					
16/02/2023 01.14.10						16,06	0,	0,48	0,	25,55			14,08	101,2	0,49	0,09	25,5			20,81	66,5	0,95	3,75	25,67				22,00	78,7	1,	4,77	25,5				5,90	95,4					
16/02/2023 01.19.11						16,06	0,	0,52	0,	25,55			14,15	101,2	0,52	0,09	25,5			20,88	66,4	0,9	3,74	25,67				22,06	79,3	1,09	4,85	25,5				5,96	95,5					
16/02/2023 01.24.10						16,06	0,	0,48	0,	25,55			14,27	101,1	0,48	0,08	25,5			20,75	66,3	0,94	3,75	25,67				21,93	77,9	1,07	4,81	25,5				6,02	95,4					
16/02/2023 01.29.11						16,06	0,	0,5	0,	25,55			14,27	101,2	0,48	0,09	25,5			20,81	66,8	0,94	4,05	25,67				21,81	78,2	0,99	4,8	25,5				6,02	95,4					
16/02/2023 01.34.11						16,12	0,	0,52	0,	25,55			14,27	101,1	0,47	0,09	25,5			20,88	66,4	0,93	4,03	25,67				21,87	78,3	1,04	4,77	25,5				6,15	95,6					
16/02/2023 01.39.09						16,18	0,	0,55	0,	25,55			14,33	101,1	0,51	0,09	25,5			20,81	66,3	1,	4,04	25,67				22,12	78,6	0,98	4,78	25,5				6,15	95,6					
16/02/2023 01.44.11						16,12	0,	0,48	0,	25,55			14,40	101,2	0,48	0,09	25,5			20,75	66,	0,92	4,04	25,67				22,25	79,1	0,99	4,8	25,5				6,08	95,6					
16/02/2023 01.49.10						16,18	0,	0,5	0,	25,55			14,46	101,2	0,48	0,08	25,5			20,69	66,4	0,96	4,03	25,67				22,18	79,1	1,02	4,82	25,5				6,21	95,5					
16/02/2023 01.54.11						16,06	0,	0,48	0,	25,55			14,46	101,1	0,47	0,09	25,5			20,69	66,	1,	4,04	25,67				22,31	78,7	0,95	4,77	25,5				6,15	95,6					
