Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
07/11/2022 00.04.11						15,25	101,1	2,22	7,53	25,55			15,21	82,6	0,7	6,79	0,			17,81	0,	1,73	6,86	25,67				25,56	77,5	0,47	0,	25,5				8,83	93,6					
07/11/2022 00.09.11						15,25	101,1	2,07	7,46	25,55			15,46	82,5	0,62	6,26	0,			18,06	0,	1,6	6,87	25,67				25,50	77,5	0,49	0,	25,5				8,77	93,6					
07/11/2022 00.14.11						15,31	101,1	2,12	7,51	25,55			15,46	82,6	0,62	6,26	0,			18,13	0,	1,59	6,87	25,67				25,68	77,5	0,51	0,	25,5				8,83	93,7					
07/11/2022 00.19.10						15,25	101,1	2,05	7,43	25,55			15,65	82,	0,59	5,72	0,			18,06	0,	1,54	6,57	25,67				25,50	77,5	0,54	0,	25,5				8,83	93,7					
07/11/2022 00.24.10						15,18	101,1	2,03	7,43	25,55			15,71	81,8	0,64	5,71	0,			18,19	0,	1,58	6,56	25,67				25,81	77,4	0,47	0,	25,5				8,83	93,7					
07/11/2022 00.29.10						15,00	101,1	1,99	7,56	25,55			15,65	81,	0,55	5,47	0,			18,25	0,	1,61	6,57	25,67				25,87	77,5	0,5	0,	25,5				8,83	93,9					
07/11/2022 00.34.11						15,00	101,1	1,8	7,55	25,55			15,65	79,9	0,57	5,48	0,			18,31	0,	1,48	6,57	25,67				25,56	77,4	0,5	0,	25,5				8,77	93,9					
07/11/2022 00.39.10						15,00	101,1	1,82	7,53	25,55			15,96	80,6	0,65	5,27	0,			18,31	0,	1,52	6,57	25,67				25,56	77,5	0,5	0,	25,5				8,77	93,8					
07/11/2022 00.44.11						15,00	101,1	1,9	7,53	25,55			16,08	81,8	0,56	5,27	0,			18,38	0,	1,53	6,56	25,67				25,81	77,5	0,56	0,	25,5				8,77	93,9					
07/11/2022 00.49.11						15,12	101,1	1,98	7,54	25,55			16,27	81,7	0,62	5,27	0,			18,44	0,	1,56	6,56	25,67				25,87	77,5	0,48	0,	25,5				8,77	94,					
07/11/2022 00.54.11						15,18	101,1	2,1	7,53	25,55			16,40	82,2	0,68	5,27	0,			18,63	0,	1,63	6,57	25,67				25,87	77,5	0,51	0,	25,5				8,77	94,					
07/11/2022 00.59.11						15,12	101,1	1,78	7,48	25,55			16,21	80,5	0,58	5,27	0,			18,56	0,	1,61	6,57	25,67				25,62	77,5	0,5	0,	25,5				8,77	94,					
07/11/2022 01.04.10						15,18	101,1	2,03	7,44	25,55			15,90	80,	0,61	5,27	0,			18,56	0,	1,5	6,57	25,67				25,68	77,5	0,53	0,	25,5				8,71	94,					
07/11/2022 01.09.11						15,06	101,1	1,77	7,51	25,55			15,96	80,2	0,63	5,27	0,			18,56	0,	1,28	6,57	25,67				25,93	77,5	0,5	0,	25,5				8,77	94,3					
07/11/2022 01.14.10						15,12	101,1	1,72	7,46	25,55			15,96	79,8	0,62	5,28	0,			18,63	0,	1,53	6,57	25,67				25,93	77,4	0,53	0,	25,5				8,65	94,					
07/11/2022 01.19.11						15,31	101,1	1,77	7,42	25,55			16,08	80,6	0,67	5,27	0,			18,56	0,	1,46	6,58	25,67				25,81	77,5	0,68	0,	25,5				8,71	94,2					
07/11/2022 01.24.09						15,25	101,1	1,76	7,43	25,55			15,90	80,1	0,54	5,28	0,			18,50	0,	1,31	6,57	25,67				25,62	77,4	0,55	0,	25,5				8,65	94,4					
07/11/2022 01.29.11						15,37	101,1	1,78	7,33	25,55			16,21	80,2	0,58	5,07	0,			18,38	0,	1,65	6,58	25,67				25,68	77,4	0,51	0,	25,5				8,58	94,4					
07/11/2022 01.34.11						15,43	101,1	1,74	7,27	25,55			15,90	79,1	0,58	5,06	0,			18,44	0,	1,74	6,57	25,67				25,93	77,5	0,48	0,	25,5				8,65	94,4					
07/11/2022 01.39.11						15,25	101,1	1,66	7,25	25,55			15,90	78,6	0,61	4,39	0,			18,56	0,	1,63	6,57	25,67				25,87	77,2	0,54	0,	25,5				8,71	94,5					
07/11/2022 01.44.11						15,43	101,1	1,81	7,27	25,55			15,96	79,1	0,65	4,39	0,			18,44	0,	1,69	6,57	25,67				25,81	77,2	0,49	0,	25,5				8,65	94,4					
07/11/2022 01.49.09						15,37	101,1	1,94	7,07	25,55			15,96	78,6	0,61	4,39	0,			18,44	0,	1,79	6,98	25,67				25,81	77,2	0,49	0,	25,5				8,58	94,4					
07/11/2022 01.54.10						15,56	101,1	1,8	7,04	25,55			16,02	78,5	0,6	4,39	0,			18,50	0,	1,52	6,97	25,67				25,75	77,2	0,59	0,	25,5				8,65	94,4					
