Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
17/12/2022 00.04.11						13,18	0,	1,62	6,94	25,55			17,65	79,2	0,88	5,91	25,5			16,50	74,2	1,38	5,89	25,67				13,62	83,4	1,91	7,39	25,5				-1,85	97,4					
17/12/2022 00.09.11						13,43	0,	1,63	6,96	25,55			17,77	78,2	0,97	5,91	25,5			16,69	74,4	1,14	5,68	25,67				13,00	82,7	1,9	7,14	25,5				-1,73	97,6					
17/12/2022 00.14.11						13,00	0,	1,63	6,93	25,55			17,65	78,2	0,91	5,91	25,5			16,81	72,7	1,09	5,48	25,67				13,18	83,9	1,68	6,53	25,5				-1,67	97,6					
17/12/2022 00.19.10						13,06	0,	1,58	6,95	25,55			17,58	77,3	0,93	5,91	25,5			16,81	72,7	1,15	5,33	25,67				13,68	84,3	1,29	6,3	25,5				-1,60	97,6					
17/12/2022 00.24.11						13,56	0,	1,47	6,56	25,55			17,52	75,8	1,09	5,91	25,5			16,88	73,1	1,11	5,13	25,67				14,43	85,8	1,35	6,09	25,5				-1,67	97,6					
17/12/2022 00.29.10						13,75	0,	1,29	6,37	25,55			18,21	78,6	0,92	5,91	25,5			17,06	72,1	1,07	5,12	25,67				14,75	85,4	1,37	6,07	25,5				-1,60	97,3					
17/12/2022 00.34.12						13,87	0,	1,37		25,55			18,27	76,7	1,06	6,34	25,5			17,06	71,2	0,96	4,93	25,67				14,93	85,5	6,28	5,99	25,5				-1,48	97,5					
17/12/2022 00.39.11						14,43	0,	1,26		25,55			17,96	76,6	1,	6,35	25,5			17,31	72,4	1,09	4,93	25,67				15,12	85,	6,34	5,97	25,5				-1,42	97,2					
17/12/2022 00.44.12						14,81	0,	1,22		25,55			17,77	77,4	0,99	6,35	25,5			17,69	73,1	1,08	4,93	25,67				15,12	84,2	6,33	6,05	25,5				-1,23	97,5					
17/12/2022 00.49.13						15,31	0,	1,38		25,55			17,52	77,4	1,1	6,56	25,5			18,00	72,4	1,1	4,93	25,67				15,68	84,6	6,34	6,09	25,5				-1,35	97,2					
17/12/2022 00.54.11						14,81	0,	1,34		25,55			17,46	76,6	0,98	6,56	25,5			18,19	71,6	0,96	4,93	25,67				15,56	83,8	6,56	6,27	25,5				-1,29	97,5					
17/12/2022 00.59.12						15,00	0,	1,39		25,55			17,58	76,6	1,1	6,55	25,5			18,38	71,8	1,1	4,92	25,67				15,37	83,4	6,6	6,45	25,5				-1,35	97,2					
17/12/2022 01.04.11						15,06	0,	1,54		25,55			17,46	76,2	1,04	6,55	25,5			18,63	70,4	1,	5,19	25,67				15,18	82,7	6,64	6,62	25,5				-0,73	97,6					
17/12/2022 01.09.12						14,68	0,	1,53		25,55			17,15	75,4	1,21	6,56	25,5			18,69	70,	1,12	5,19	25,67				15,00	83,1	6,69	6,61	25,5				-1,04	97,6					
17/12/2022 01.14.11						14,68	0,	1,44		25,55			17,02	75,3	1,08	6,79	25,5			18,63	69,2	1,18	5,4	25,67				14,62	82,2	6,74	6,61	25,5				-0,67	97,6					
17/12/2022 01.19.12						14,81	0,	1,56		25,55			16,83	75,9	1,24	6,8	25,5			18,75	68,8	1,28	5,55	25,67				15,06	83,2	6,81	6,61	25,5				-0,85	97,4					
17/12/2022 01.24.11						14,62	0,	1,91		25,55			16,65	75,	1,59	6,79	25,5			18,69	67,6	1,43	5,74	25,67				15,25	83,	6,8	6,61	25,5				-0,79	97,5					
17/12/2022 01.29.13						14,56	0,	1,44		25,55			16,65	74,	1,2	7,19	25,5			18,69	69,6	1,24	5,76	25,67				14,87	82,6	6,82	6,6	25,5				-0,79	97,2					
17/12/2022 01.34.12						14,50	0,	1,59		25,55			16,40	73,7	1,29	7,19	25,5			18,88	68,5	1,31	5,96	25,67				15,00	82,4	6,8	6,61	25,5				-0,85	97,4					
17/12/2022 01.39.11						14,31	0,	1,64		25,55			16,33	73,4	1,32	7,03	25,5			18,50	67,	1,42	5,96	25,67				15,12	81,5	6,74	6,65	25,5				-0,54	97,6					
17/12/2022 01.44.12						14,68	0,	1,49		25,55			17,08	77,	1,09	6,56	25,5			18,31	67,3	1,29	5,97	25,67				15,37	82,7	6,67	6,65	25,5				-0,67	97,3					
17/12/2022 01.49.12						14,68	0,	1,56		25,55			17,71	76,3	1,	6,56	25,5			18,25	66,8	1,42	5,96	25,67				15,12	81,5	6,65	6,75	25,5				-0,60	97,2					
17/12/2022 01.54.12						14,93	0,	1,67		25,55			17,71	75,2	1,13	7,06	25,5			18,06	66,	1,16	5,95	25,67				15,06	81,1	6,66	6,81	25,5				-0,54	97,3					
