Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
04-05-2022 00:02:42						16,75	78,5	1,2	6,1	25,55			14,90	67,4	0,69	6,91	0,			22,56	74,4	0,48	0,	25,67				23,81	68,2	0,49	0,	25,5				7,96	69,6					
04-05-2022 00:07:42						16,68	77,7	1,2	6,02	25,55			14,96	66,3	0,68	6,71	0,			22,56	74,4	0,48	0,	25,67				23,56	68,3	0,48	0,	25,5				7,77	70,3					
04-05-2022 00:12:42						16,62	76,9	1,16	5,88	25,55			15,15	67,3	0,66	6,47	0,			22,56	74,2	0,48	0,	25,67				23,68	68,3	0,48	0,	25,5				7,83	70,1					
04-05-2022 00:17:41						16,75	77,3	1,12	5,95	25,55			15,21	67,2	0,68	6,18	0,			22,56	74,3	0,48	0,	25,67				23,81	68,3	0,48	0,	25,5				7,83	71,3					
04-05-2022 00:22:42						16,75	77,	1,13	5,83	25,55			15,02	65,1	0,64	6,18	0,			22,50	74,3	0,48	0,	25,67				23,68	68,4	0,5	0,	25,5				7,65	71,4					
04-05-2022 00:27:41						16,68	76,9	1,13	5,79	25,55			15,27	67,	0,62	5,73	0,			22,56	74,2	0,48	0,	25,67				23,75	68,3	0,49	0,	25,5				7,65	72,					
04-05-2022 00:32:42						16,81	76,9	1,1	5,73	25,55			15,58	69,	0,63	5,74	0,			22,50	74,4	0,48	0,	25,67				23,81	68,3	0,5	0,	25,5				7,46	72,9					
04-05-2022 00:37:42						16,75	76,2	1,12	5,73	25,55			15,58	68,1	0,67	6,29	0,			22,50	74,3	0,48	0,	25,67				23,68	68,3	0,51	0,	25,5				7,40	73,3					
04-05-2022 00:42:42						16,75	76,7	1,1	5,63	25,55			15,27	65,3	0,64	6,04	0,			22,50	74,1	0,48	0,	25,67				23,87	68,6	0,51	0,	25,5				7,33	73,7					
04-05-2022 00:47:41						16,81	76,8	1,06	5,57	25,55			15,15	64,9	0,66	5,52	0,			22,50	74,1	0,48	0,	25,67				23,62	68,5	0,49	0,	25,5				7,40	74,1					
04-05-2022 00:52:42						16,93	76,8	1,04	5,55	25,55			15,27	64,6	0,63	5,53	0,			22,50	74,3	0,48	0,	25,67				23,56	68,3	0,51	0,	25,5				7,52	74,5					
04-05-2022 00:57:43						17,06	77,6	1,06	5,46	25,55			15,46	66,5	0,64	5,53	0,			22,44	74,4	0,48	0,	25,67				23,62	68,3	0,51	0,	25,5				7,52	74,4					
04-05-2022 01:02:41						17,06	76,9	1,06	5,51	25,55			15,46	65,	0,62	5,53	0,			22,44	74,4	0,48	0,	25,67				23,81	68,7	0,51	0,	25,5				7,52	74,1					
04-05-2022 01:07:42						17,12	76,9	1,04	5,45	25,55			15,58	65,7	0,63	5,52	0,			22,44	74,4	0,48	0,	25,67				23,68	68,6	0,5	0,	25,5				7,71	74,5					
04-05-2022 01:12:41						17,18	76,6	1,07	5,45	25,55			15,46	64,2	0,6	5,53	0,			22,44	74,4	0,48	0,	25,67				23,68	68,5	0,49	0,	25,5				7,58	74,8					
04-05-2022 01:17:42						17,06	76,5	1,07	5,46	25,55			15,65	66,8	0,62	5,52	0,			22,50	74,2	0,48	0,	25,67				23,68	68,7	0,51	0,	25,5				7,65	74,6					
04-05-2022 01:22:41						17,06	76,7	1,03	5,42	25,55			15,58	66,1	0,64	5,54	0,			22,50	74,2	0,48	0,	25,67				23,68	68,7	0,49	0,	25,5				7,65	74,8					
04-05-2022 01:27:42						17,25	76,5	1,04	5,37	25,55			15,58	65,7	0,63	5,53	0,			22,50	74,4	0,48	0,	25,67				23,81	68,7	0,48	0,	25,5				7,65	74,8					
04-05-2022 01:32:42						17,31	76,5	1,04	5,38	25,55			15,65	66,1	0,62	5,51	0,			22,44	74,3	0,48	0,	25,67				23,56	68,5	0,47	0,	25,5				7,65	74,5					
04-05-2022 01:37:43						17,37	76,9	1,06	5,34	25,55			15,71	65,7	0,64	4,99	0,			22,44	74,4	0,48	0,	25,67				23,81	68,7	0,47	0,	25,5				7,65	74,1					
04-05-2022 01:42:42						17,43	76,6	1,04	5,29	25,55			15,71	66,1	0,63	4,98	0,			22,50	74,4	0,48	0,	25,67				23,75	68,7	0,48	0,	25,5				7,65	74,5					
04-05-2022 01:47:41						17,37	76,9	1,11	5,39	25,55			15,77	66,3	0,64	4,99	0,			22,50	74,4	0,48	0,	25,67				23,62	68,7	0,49	0,	25,5				7,65	74,8					
04-05-2022 01:52:41						17,43	76,5	1,03	5,44	25,55			15,40	64,8	0,61	4,55	0,			22,44	74,3	0,48	0,	25,67				23,75	68,7	0,48	0,	25,5				7,71	74,8					
