Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
12-07-2022 00:02:41						19,75	86,3	2,56	9,58	0,			20,21	79,9	3,24	9,84	0,			21,19	81,6	2,67	9,3	0,				19,93	82,	1,96	9,33	0,				13,90	90,					
12-07-2022 00:07:42						19,68	86,4	2,64	9,56	0,			20,02	79,8	2,97	9,84	0,			20,81	81,6	2,8	9,29	0,				19,68	81,8	2,51	9,33	0,				13,96	90,					
12-07-2022 00:12:42						19,56	86,1	2,59	9,57	0,			20,15	80,4	3,23	9,84	0,			20,44	81,6	2,81	9,3	0,				19,50	85,4	2,32	9,33	0,				13,96	90,					
12-07-2022 00:17:41						19,50	86,8	2,52	9,57	0,			19,71	80,6	3,2	9,85	0,			20,25	81,	2,72	9,3	0,				19,31	81,9	2,1	9,33	0,				13,90	89,9					
12-07-2022 00:22:42						19,25	86,1	2,48	9,58	0,			19,52	79,8	3,25	9,84	0,			20,00	81,4	2,41	9,3	0,				19,31	80,9	2,09	9,33	0,				13,83	90,					
12-07-2022 00:27:41						19,00	86,3	2,53	9,58	0,			19,52	80,2	3,07	9,85	0,			20,31	80,1	2,26	9,3	0,				19,06	81,1	1,96	9,32	0,				13,83	90,					
12-07-2022 00:32:42						19,18	86,9	2,49	9,57	0,			19,90	81,5	3,25	9,87	0,			20,06	80,8	2,53	9,29	0,				19,06	81,6	2,17	9,33	0,				13,83	89,9					
12-07-2022 00:37:41						19,31	86,3	2,48	9,57	0,			20,08	81,8	2,96	9,85	0,			19,94	80,8	2,45	9,29	0,				19,06	81,5	2,06	9,33	0,				13,71	89,8					
12-07-2022 00:42:42						19,18	86,1	2,63	9,58	0,			19,77	80,4	3,19	9,86	0,			19,88	80,	2,15	9,29	0,				18,87	81,8	1,94	9,33	0,				13,71	90,					
12-07-2022 00:47:42						18,93	86,4	2,51	9,55	0,			19,65	77,	2,61	9,88	0,			19,88	80,4	2,55	9,3	0,				19,06	81,9	1,99	9,31	0,				13,71	90,3					
12-07-2022 00:52:41						18,81	86,4	2,63	9,58	0,			19,90	75,6	2,92	9,87	0,			19,56	79,	2,24	9,29	0,				18,68	81,9	2,2	9,34	0,				13,77	90,3					
12-07-2022 00:57:42						18,93	84,5	2,17	9,57	0,			19,27	78,3	2,36	9,83	0,			19,81	80,4	2,18	9,28	0,				18,93	82,3	2,16	9,33	0,				13,77	90,4					
12-07-2022 01:02:41						19,37	84,9	2,44	9,56	0,			19,77	77,4	2,76	9,85	0,			19,63	80,5	2,82	9,3	0,				18,87	82,3	1,97	9,33	0,				13,83	90,5					
12-07-2022 01:07:42						19,00	85,3	2,31	9,56	0,			19,90	76,2	2,42	9,87	0,			19,38	79,5	2,21	9,28	0,				18,75	82,3	1,94	9,32	0,				13,90	90,5					
12-07-2022 01:12:40						19,37	83,8	2,33	9,57	0,			19,46	78,2	3,23	9,87	0,			19,63	79,6	2,2	9,28	0,				18,75	82,3	2,06	9,32	0,				13,83	90,4					
12-07-2022 01:17:42						18,87	85,7	2,47	9,59	0,			19,65	77,4	2,33	9,86	0,			19,50	80,4	2,79	9,28	0,				18,87	82,4	1,87	9,32	0,				13,65	90,5					
12-07-2022 01:22:41						19,12	84,1	2,13	9,57	0,			19,71	76,6	2,53	9,87	0,			19,44	80,	2,25	9,29	0,				18,56	82,3	2,04	9,33	0,				13,58	90,7					
12-07-2022 01:27:41						18,81	84,9	2,5	9,55	0,			19,21	77,8	2,66	9,87	0,			19,56	79,7	2,21	9,27	0,				18,68	82,6	2,11	9,31	0,				13,52	90,7					
12-07-2022 01:32:41						18,87	83,9	2,	9,56	0,			19,40	76,9	2,57	9,87	0,			19,38	80,4	2,6	9,28	0,				18,56	82,3	1,98	9,32	0,				13,40	90,8					
12-07-2022 01:37:42						19,25	84,3	2,44	9,55	0,			19,46	76,3	2,59	9,87	0,			19,31	79,8	2,3	9,3	0,				18,50	82,3	2,04	9,32	0,				13,33	90,8					
12-07-2022 01:42:41						18,56	85,3	2,08	9,56	0,			19,08	77,4	3,04	9,87	0,			19,38	79,4	2,12	9,28	0,				18,50	82,3	1,96	9,31	0,				13,27	91,					
12-07-2022 01:47:42						18,75	83,8	2,1	9,58	0,			18,96	77,	2,43	9,87	0,			19,44	79,6	2,13	9,3	0,				18,31	82,	2,07	9,33	0,				13,21	91,1					
12-07-2022 01:52:43						18,62	84,1	2,49	9,57	0,			19,40	76,7	2,38	9,86	0,			19,25	80,4	2,67	9,3	0,				18,37	82,5	2,01	9,32	0,				13,27	91,2					
