Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
14-06-2022 00:02:41						18,43	83,3	0,88	5,84	0,			18,08	78,6	2,4	9,86	0,			18,13	79,6	1,22	6,61	0,				17,50	81,8	2,01	9,2	0,				11,96	78,8					
14-06-2022 00:07:43						18,50	83,8	0,92	5,83	0,			17,77	77,9	2,51	9,88	0,			18,00	79,7	1,21	6,62	0,				16,93	80,8	2,01	9,22	0,				11,90	79,2					
14-06-2022 00:12:43						18,56	84,1	1,23	5,84	0,			17,40	78,2	2,59	9,87	0,			18,06	79,7	1,34	6,61	0,				16,93	81,4	2,14	9,2	0,				11,71	80,					
14-06-2022 00:17:42						18,43	83,8	0,87	5,85	0,			17,58	78,2	2,43	9,87	0,			17,94	79,5	1,16	6,61	0,				16,87	80,7	1,98	9,2	0,				11,77	80,9					
14-06-2022 00:22:43						18,12	83,7	0,89	5,84	0,			17,21	77,8	2,56	9,87	0,			17,81	79,1	1,32	6,61	0,				16,81	81,2	2,06	9,2	0,				11,90	80,4					
14-06-2022 00:27:43						18,18	83,2	0,95	5,85	0,			17,08	77,8	1,74	9,87	0,			17,81	79,3	1,24	6,62	0,				16,87	81,1	1,94	9,2	0,				11,83	80,2					
14-06-2022 00:32:42						18,50	83,7	1,	5,84	0,			17,21	77,9	1,57	9,87	0,			17,75	79,4	1,23	6,62	0,				17,06	80,8	2,07	9,21	0,				12,02	80,4					
14-06-2022 00:37:41						18,43	82,6	1,04	5,84	0,			17,15	77,7	1,59	9,87	0,			17,75	79,	1,56	6,61	0,				17,06	80,7	2,15	9,2	0,				12,02	81,					
14-06-2022 00:42:42						18,31	83,8	0,9	5,84	0,			17,33	78,	1,26	9,87	0,			17,75	79,6	1,08	6,61	0,				17,00	80,7	2,02	9,21	0,				11,96	80,9					
14-06-2022 00:47:41						18,37	83,3	0,94	5,85	0,			17,40	77,8	1,23	9,87	0,			17,81	79,3	1,63	6,62	0,				17,00	80,3	1,9	9,21	0,				11,96	81,4					
14-06-2022 00:52:42						18,56	83,	0,83	5,85	0,			17,40	77,2	1,23	9,3	0,			17,94	79,6	1,29	6,61	0,				17,06	80,3	1,91	9,21	0,				11,83	82,					
14-06-2022 00:57:42						18,43	83,1	0,92	5,84	0,			17,40	77,3	1,39	9,35	0,			17,88	79,4	1,27	6,61	0,				17,06	80,4	2,04	9,21	0,				11,96	82,4					
14-06-2022 01:02:41						18,50	82,9	1,04	5,84	0,			17,52	77,	1,23	9,52	0,			17,94	79,2	1,06	6,62	0,				17,25	80,4	2,21	9,21	0,				12,02	83,					
14-06-2022 01:07:42						18,68	82,9	0,91	5,84	0,			17,46	76,7	1,2	9,52	0,			18,13	79,1	1,34	6,61	0,				17,31	80,4	2,04	9,21	0,				12,15	82,8					
14-06-2022 01:12:41						18,93	84,	0,87	5,84	0,			17,65	76,6	1,2	9,52	0,			18,19	79,6	1,2	6,62	0,				17,62	81,2	2,04	9,21	0,				12,15	82,8					
14-06-2022 01:17:43						18,75	82,9	0,82	5,83	0,			17,65	76,8	1,6	9,52	0,			18,38	79,4	1,53	6,62	0,				17,50	80,7	2,09	9,21	0,				12,21	82,6					
14-06-2022 01:22:42						18,87	83,6	0,94	5,83	0,			17,71	77,	1,38	9,85	0,			18,44	79,6	1,09	6,62	0,				17,68	80,7	2,15	9,21	0,				12,21	82,8					
14-06-2022 01:27:43						18,87	83,4	1,07	5,85	0,			17,71	77,	1,58	9,85	0,			18,38	79,4	1,37	6,62	0,				17,75	80,7	2,03	9,2	0,				12,27	82,4					
14-06-2022 01:32:42						18,81	83,6	1,39	5,85	0,			17,77	77,	1,68	9,85	0,			18,31	79,2	1,46	6,62	0,				17,62	80,6	2,25	9,21	0,				12,15	81,3					
14-06-2022 01:37:42						18,75	83,1	0,89	5,84	0,			17,90	77,3	1,95	9,86	0,			18,38	79,2	1,24	6,62	0,				17,62	81,1	1,98	9,2	0,				12,02	82,					
14-06-2022 01:42:42						18,75	82,2	0,86	5,82	0,			17,83	76,8	2,05	9,86	0,			18,31	79,2	1,29	6,62	0,				17,56	80,3	1,88	9,21	0,				12,02	82,4					
14-06-2022 01:47:41						18,75	83,3	0,95	5,84	0,			17,83	77,	2,08	9,85	0,			18,19	79,2	1,17	6,61	0,				17,43	80,3	2,13	9,21	0,				11,96	82,8					
14-06-2022 01:52:42						18,87	84,5	0,93	5,45	0,			17,65	76,7	2,04	9,85	0,			18,25	79,6	1,14	6,61	0,				17,62	80,2	2,12	9,19	0,				11,90	83,5					
