Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
10-09-2022 00:02:41						19,12	101,1	2,49	8,72	0,			18,96	80,3	2,39	9,86	0,			18,75	0,	1,97	9,25	0,				18,93	87,4	2,16	9,29	0,				14,33	93,8					
10-09-2022 00:07:42						19,25	101,1	2,14	9,56	0,			18,83	81,	2,4	9,85	0,			18,69	0,	2,26	9,25	0,				18,93	87,6	2,25	9,29	0,				14,33	93,7					
10-09-2022 00:12:42						19,18	101,1	2,26	9,56	0,			18,77	81,	2,37	9,87	0,			18,75	0,	2,24	9,23	0,				18,87	87,1	2,17	9,28	0,				14,52	94,					
10-09-2022 00:17:41						18,93	101,1	2,12	9,54	0,			18,77	81,	2,5	9,86	0,			18,69	0,	2,18	9,23	0,				19,00	87,5	2,11	9,3	0,				14,40	94,					
10-09-2022 00:22:42						18,81	101,1	2,18	9,53	0,			18,83	81,2	2,33	9,86	0,			18,63	0,	2,04	9,23	0,				19,12	88,2	2,13	9,29	0,				14,15	93,7					
10-09-2022 00:27:40						18,87	101,1	2,14	9,56	0,			18,90	81,	2,34	9,86	0,			18,88	0,	2,09	9,23	0,				19,18	88,2	2,15	9,28	0,				14,15	94,					
10-09-2022 00:32:42						19,00	101,1	1,87	9,55	0,			19,15	81,2	2,45	9,87	0,			19,00	0,	2,02	9,23	0,				19,81	89,6	2,33	9,29	0,				14,08	94,					
10-09-2022 00:37:41						19,37	101,1	2,18	9,56	0,			18,96	80,3	2,38	9,87	0,			18,81	0,	2,01	9,25	0,				19,75	88,6	1,9	9,29	0,				14,15	94,					
10-09-2022 00:42:42						19,18	101,1	2,09	9,56	0,			19,02	81,4	2,31	9,86	0,			18,69	0,	2,27	9,24	0,				19,43	88,	2,19	9,28	0,				14,15	94,					
10-09-2022 00:47:41						19,12	101,1	2,19	9,55	0,			18,65	80,2	2,4	9,86	0,			18,63	0,	2,08	9,25	0,				19,31	89,1	2,21	9,3	0,				14,21	94,					
10-09-2022 00:52:42						19,31	101,1	2,05	9,52	0,			18,90	81,2	2,25	9,87	0,			18,63	0,	2,2	9,24	0,				19,06	89,	2,06	9,3	0,				14,15	93,9					
10-09-2022 00:57:42						19,68	101,1	2,04	9,54	0,			19,40	82,6	2,14	9,87	0,			18,56	0,	2,22	9,24	0,				18,87	89,3	2,15	9,29	0,				14,40	94,					
10-09-2022 01:02:40						19,75	101,1	2,1	9,54	0,			19,52	82,6	2,36	9,85	0,			19,06	0,	2,13	9,23	0,				19,12	89,9	2,31	9,29	0,				14,46	94,					
10-09-2022 01:07:41						20,06	101,1	2,52	9,54	0,			19,46	83,	2,23	9,86	0,			19,44	0,	2,14	9,25	0,				18,75	89,1	2,15	9,27	0,				14,40	94,					
10-09-2022 01:12:41						19,31	101,1	2,26	8,81	0,			19,33	82,7	2,48	9,86	0,			19,44	0,	2,21	9,24	0,				18,81	89,8	2,16	9,3	0,				14,27	93,9					
10-09-2022 01:17:42						19,56	101,1	2,01	9,56	0,			19,27	83,4	2,52	9,86	0,			19,13	0,	2,16	9,24	0,				18,93	89,8	2,18	9,29	0,				14,15	94,					
10-09-2022 01:22:41						19,25	101,1	2,15	9,56	0,			19,15	84,	2,45	9,86	0,			18,94	0,	2,22	9,25	0,				18,68	89,	2,13	9,28	0,				14,02	93,6					
10-09-2022 01:27:42						18,87	101,1	2,12	9,55	0,			18,77	82,2	2,27	9,87	0,			18,69	0,	2,19	9,23	0,				18,56	88,6	2,21	9,3	0,				13,90	93,9					
10-09-2022 01:32:41						18,56	101,1	2,17	9,53	0,			18,52	83,1	2,37	9,85	0,			18,56	0,	2,06	9,24	0,				18,62	88,6	2,2	9,29	0,				14,21	94,4					
10-09-2022 01:37:42						18,43	101,1	2,17	9,53	0,			18,46	82,3	2,43	9,86	0,			18,38	0,	2,2	9,24	0,				18,50	88,6	1,93	9,28	0,				14,02	94,					
10-09-2022 01:42:41						18,37	101,1	2,23	9,57	0,			18,33	83,3	1,97	9,85	0,			18,19	0,	2,3	9,24	0,				18,31	88,2	2,19	9,29	0,				13,77	93,9					
10-09-2022 01:47:41						18,56	101,1	2,12	9,55	0,			18,33	82,6	1,71	9,86	0,			18,06	0,	2,21	9,23	0,				18,31	88,2	2,09	9,28	0,				13,96	94,4					
10-09-2022 01:52:42						18,37	101,1	2,22	9,54	0,			18,33	82,4	1,61	9,86	0,			18,00	0,	2,26	9,23	0,				18,37	88,2	2,02	9,29	0,				13,77	94,3					
