Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
24/12/2022 00.04.13						12,37	0,	1,76		25,55			15,27	79,5	0,96	6,04	25,5			15,31	72,8	1,31	6,01	25,67				13,00	85,4	7,44	7,36	25,5				-1,98	97,9					
24/12/2022 00.09.11						12,12	0,	1,99		25,55			15,65	79,9	0,97	6,04	25,5			15,25	72,8	1,23	5,57	25,67				12,62	85,	7,42	7,36	25,5				-1,92	97,7					
24/12/2022 00.14.13						11,87	0,	1,95		25,55			16,02	78,4	1,04	6,03	25,5			15,38	72,8	1,37	5,49	25,67				12,81	85,6	7,07	7,36	25,5				-1,73	97,7					
24/12/2022 00.19.11						12,12	0,	1,72		25,55			16,33	79,1	1,01	6,04	25,5			15,31	72,5	1,2	5,21	25,67				12,75	85,	6,77	6,76	25,5				-1,98	97,6					
24/12/2022 00.24.12						12,43	0,	1,4		25,55			16,27	78,	1,11	6,18	25,5			15,63	72,6	1,18	5,21	25,67				13,18	85,6	6,32	6,45	25,5				-2,48	97,1					
24/12/2022 00.29.11						12,93	0,	1,47		25,55			16,33	77,	1,08	6,43	25,5			15,81	72,5	1,25	5,01	25,67				13,75	85,8	6,14	6,22	25,5				-2,29	97,5					
24/12/2022 00.34.12						14,12	0,	1,1		25,55			16,40	77,3	1,12	6,43	25,5			16,00	72,8	1,08	5,02	25,67				14,12	85,9	1,41	6,15	25,5				-2,29	97,6					
24/12/2022 00.39.12						14,18	0,	1,14		25,55			16,21	76,4	1,11	6,43	25,5			16,13	72,8	1,1	5,02	25,67				14,43	85,8	6,04	6,11	25,5				-2,35	97,6					
24/12/2022 00.44.12						14,25	0,	1,11		25,55			16,15	76,2	1,1	6,44	25,5			16,44	72,	1,17	5,03	25,67				14,62	85,	6,07	6,12	25,5				-2,60	97,4					
24/12/2022 00.49.12						14,25	0,	1,2		25,55			16,21	76,1	1,13	6,43	25,5			16,69	72,	1,11	5,02	25,67				14,75	84,3	6,12	6,06	25,5				-2,42	97,2					
24/12/2022 00.54.11						14,68	0,	1,36		25,55			16,15	75,6	1,09	6,61	25,5			17,00	71,2	1,1	5,02	25,67				14,75	83,8	6,13	6,15	25,5				-2,54	96,8					
24/12/2022 00.59.12						14,31	0,	1,26		25,55			15,96	74,7	1,08	6,62	25,5			17,19	70,1	1,13	5,04	25,67				14,68	83,	6,13	6,29	25,5				-2,29	97,2					
24/12/2022 01.04.11						14,18	0,	1,34		25,55			15,77	75,	1,16	6,84	25,5			17,19	70,4	1,11	5,03	25,67				14,93	82,7	6,22	6,45	25,5				-2,48	95,2					
24/12/2022 01.09.12						14,12	0,	1,31		25,55			15,71	75,2	1,24	6,83	25,5			17,19	69,2	1,08	5,03	25,67				14,62	81,9	6,22	6,61	25,5				-2,60	97,2					
24/12/2022 01.14.11						14,12	0,	1,3		25,55			15,71	75,6	1,3	6,83	25,5			17,50	69,2	1,14	5,03	25,67				14,12	81,1	6,25	6,61	25,5				-2,10	97,2					
24/12/2022 01.19.12						14,18	0,	1,24		25,55			15,46	74,6	1,18	7,02	25,5			17,56	68,4	1,11	5,33	25,67				14,18	80,6	6,3	6,61	25,5				-2,35	97,1					
24/12/2022 01.24.11						14,18	0,	1,37		25,55			15,52	74,6	1,3	7,24	25,5			17,63	68,9	1,17	5,33	25,67				14,18	80,8	6,34	6,62	25,5				-2,42	96,8					
24/12/2022 01.29.13						14,25	0,	1,32		25,55			15,33	74,6	1,32	7,44	25,5			17,44	67,6	1,25	5,53	25,67				14,31	81,9	6,36	6,61	25,5				-2,54	97,					
24/12/2022 01.34.12						14,12	0,	1,47		25,55			15,27	74,5	1,52	7,44	25,5			17,31	67,3	1,33	5,52	25,67				14,18	81,8	6,38	6,61	25,5				-2,48	97,2					
24/12/2022 01.39.11						14,12	0,	1,42		25,55			15,21	73,	1,51	7,66	25,5			17,25	68,1	1,18	5,55	25,67				14,75	82,3	6,43	6,73	25,5				-2,35	97,2					
24/12/2022 01.44.12						14,56	0,	1,45		25,55			15,21	74,6	1,45	8,08	25,5			17,38	67,2	1,2	5,75	25,67				14,43	81,7	6,49	6,85	25,5				-2,60	96,8					
24/12/2022 01.49.11						14,18	0,	1,26		25,55			14,77	74,1	1,45	8,08	25,5			17,13	66,	1,36	5,74	25,67				14,37	81,5	6,54	6,91	25,5				-2,23	97,2					
24/12/2022 01.54.12						14,50	0,	1,58		25,55			14,46	74,2	1,55	7,77	25,5			17,25	67,	1,33	5,76	25,67				14,18	80,3	6,55	6,92	25,5				-2,42	97,2					
