Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
04/02/2023 00.04.13						15,00	0,	2,		25,55			13,52	78,6	2,43	9,86	25,5			14,06	74,3	2,35	7,57	0,				14,93	77,5	7,5	4,2	25,5				1,02	94,8					
04/02/2023 00.09.12						14,62	0,	1,91		25,55			13,27	78,6	2,16	9,87	25,5			14,13	75,2	2,03	7,38	0,				14,87	77,6	7,53	4,19	25,5				0,96	95,					
04/02/2023 00.14.13						14,93	0,	1,9		25,55			13,46	78,6	1,89	9,87	25,5			14,19	74,1	1,91	7,13	0,				14,68	77,6	7,61	4,18	25,5				0,90	95,2					
04/02/2023 00.19.12						15,06	0,	1,86		25,55			13,58	78,2	1,84	9,86	25,5			14,25	74,4	1,93	6,84	0,				14,87	77,9	7,6	4,2	25,5				0,71	95,2					
04/02/2023 00.24.13						14,50	0,	1,83		25,55			14,02	79,	1,63	9,86	25,5			14,44	74,	1,93	6,65	0,				14,50	77,8	7,53	4,18	25,5				0,71	95,3					
04/02/2023 00.29.13						14,50	0,	1,84		25,55			14,02	79,	1,43	9,87	25,5			14,56	73,6	1,82	6,65	0,				14,62	77,9	7,44	4,21	25,5				0,52	95,4					
04/02/2023 00.34.13						14,75	0,	1,77		25,55			14,15	78,1	1,54	9,63	25,5			14,63	72,5	1,72	6,65	0,				14,68	77,9	7,39	4,19	25,5				0,58	95,6					
04/02/2023 00.39.12						14,75	0,	1,72		25,55			14,21	78,	1,5	9,37	25,5			14,63	72,4	1,74	6,65	0,				14,75	77,8	7,21	4,2	25,5				0,52	95,6					
04/02/2023 00.44.13						14,81	0,	1,74		25,55			14,21	75,8	1,61	9,16	25,5			14,81	72,	1,63	6,5	0,				14,62	77,5	7,25	4,19	25,5				0,52	95,5					
04/02/2023 00.49.13						14,87	0,	1,64		25,55			14,15	75,	1,63	9,16	25,5			14,88	71,6	1,7	6,5	0,				14,50	77,5	7,14	4,2	25,5				0,40	95,4					
04/02/2023 00.54.12						14,43	0,	1,98		25,55			14,46	76,	1,44	8,61	25,5			14,81	70,9	1,69	6,51	0,				14,43	77,5	7,13	4,2	25,5				0,33	95,5					
04/02/2023 00.59.13						14,56	0,	1,72		25,55			14,58	75,	1,56	8,61	25,5			14,88	70,8	1,69	6,51	0,				14,31	77,5	7,1	4,2	25,5				0,40	95,3					
04/02/2023 01.04.13						14,62	0,	1,62		25,55			14,65	75,4	1,6	8,61	25,5			14,88	70,4	1,72	6,5	0,				14,56	77,5	6,93	4,19	25,5				0,40	95,2					
04/02/2023 01.09.14						14,87	0,	1,55		25,55			14,96	74,6	1,62	8,61	25,5			15,00	70,5	1,57	6,31	0,				14,50	77,1	6,94	4,19	25,5				0,40	95,3					
04/02/2023 01.14.13						14,93	0,	1,6		25,55			14,96	74,4	1,55	8,62	25,5			15,19	69,7	1,7	6,32	0,				14,62	77,1	6,96	4,2	25,5				0,46	94,8					
04/02/2023 01.19.14						15,00	0,	1,55		25,55			14,96	73,6	1,58	8,62	25,5			15,06	69,2	1,61	6,32	0,				14,43	77,1	6,92	4,2	25,5				0,40	95,4					
04/02/2023 01.24.12						15,25	0,	1,52		25,55			14,90	74,2	1,43	8,62	25,5			15,13	68,8	1,75	6,57	0,				14,50	76,8	6,74	4,2	25,5				0,27	95,3					
04/02/2023 01.29.14						14,93	0,	1,61		25,55			14,90	73,2	1,59	8,62	25,5			15,25	69,	1,8	6,57	0,				14,31	76,6	6,84	4,2	25,5				0,33	95,3					
04/02/2023 01.34.13						14,87	0,	1,83		25,55			14,90	72,2	1,36	8,62	25,5			15,25	68,2	1,77	6,69	0,				14,50	76,7	6,82	4,2	25,5				0,33	95,2					
04/02/2023 01.39.11						14,87	0,	1,44		25,55			14,83	73,1	1,55	8,62	25,5			15,06	66,9	1,72	6,62	0,				14,50	76,9	6,77	4,21	25,5				0,40	95,6					
04/02/2023 01.44.13						14,93	0,	1,61		25,55			14,90	73,4	1,58	9,36	25,5			15,13	68,4	1,72	6,62	0,				14,37	76,7	6,64	4,2	25,5				0,40	95,6					
04/02/2023 01.49.12						15,18	0,	1,6		25,55			14,77	72,6	1,45	9,37	25,5			15,06	67,2	1,82	6,62	0,				14,43	76,7	6,58	4,2	25,5				0,40	95,6					
04/02/2023 01.54.12						15,50	0,	1,51		25,55			14,71	73,	1,53	9,36	25,5			15,13	66,8	1,77	6,63	0,				14,37	76,7	6,64	4,2	25,5				0,33	95,6					
04/02/2023 01.59.12						15,37	0,	1,32		25,55			14,58	72,6	1,56	9,18	25,5			15,00	67,2	1,85	6,62	0,				14,25	76,7	6,49	4,19	25,5				0,33	95,6					
