Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
03/12/2022 00.04.13						16,68	0,	1,03		25,55			19,02	76,7	0,91	5,15	25,5			18,88	74,8	0,95	3,62	25,67				16,18	84,6	5,55	5,65	25,5				1,77	96,5					
03/12/2022 00.09.11						16,31	0,	1,02		25,55			19,33	78,3	0,92	5,16	25,5			19,25	75,1	0,97	3,63	25,67				16,12	84,2	5,49	5,63	25,5				1,90	96,4					
03/12/2022 00.14.12						17,00	0,	1,08		25,55			19,46	77,5	0,85	5,15	25,5			19,50	75,	0,96	3,64	25,67				16,50	85,	5,72	5,7	25,5				1,96	96,4					
03/12/2022 00.19.12						16,50	0,	1,13		25,55			19,46	76,6	0,86	5,16	25,5			19,50	74,6	0,94	3,64	25,67				16,62	83,9	5,76	5,7	25,5				1,96	96,4					
03/12/2022 00.24.12						16,62	0,	1,16		25,55			19,33	77,	0,94	5,27	25,5			19,69	76,2	0,94	3,64	25,67				16,93	84,	5,87	5,79	25,5				1,96	96,4					
03/12/2022 00.29.11						16,81	0,	1,15		25,55			19,40	76,7	0,9	5,28	25,5			19,75	74,6	0,95	3,64	25,67				16,62	83,1	6,02	5,85	25,5				1,90	96,3					
03/12/2022 00.34.13						16,87	0,	1,13		25,55			19,40	76,6	0,92	5,45	25,5			19,88	73,8	0,97	3,64	25,67				16,81	83,4	6,05	5,89	25,5				1,83	96,3					
03/12/2022 00.39.12						16,75	0,	1,27		25,55			19,27	75,9	0,93	5,6	25,5			19,94	73,6	0,94	3,64	25,67				16,56	83,	6,2	5,95	25,5				1,96	96,2					
03/12/2022 00.44.13						16,68	0,	1,19		25,55			19,21	76,1	0,89	5,6	25,5			20,13	74,4	0,97	3,87	25,67				16,75	83,	6,24	5,99	25,5				1,90	96,1					
03/12/2022 00.49.12						16,62	0,	1,31		25,55			19,27	75,9	0,92	5,84	25,5			20,13	74,	0,94	4,27	25,67				16,50	82,7	6,26	6,05	25,5				1,83	96,1					
03/12/2022 00.54.12						16,06	0,	1,34		25,55			19,27	74,2	1,01	5,84	25,5			20,19	72,5	0,94	4,26	25,67				16,56	83,	6,22	6,22	25,5				1,96	96,4					
03/12/2022 00.59.12						16,25	0,	1,4		25,55			19,21	74,2	1,01	5,84	25,5			20,19	72,	0,98	4,28	25,67				16,68	82,7	6,27	6,27	25,5				1,90	96,4					
03/12/2022 01.04.12						16,18	0,	1,31		25,55			19,21	73,8	1,04	6,03	25,5			20,13	71,6	0,96	4,26	25,67				16,43	81,9	6,31	6,35	25,5				1,90	96,4					
03/12/2022 01.09.13						16,37	0,	1,42		25,55			19,02	74,2	1,02	6,04	25,5			20,25	72,4	0,97	4,26	25,67				16,31	81,3	6,35	6,56	25,5				1,90	96,4					
03/12/2022 01.14.11						16,62	0,	1,38		25,55			18,65	73,2	1,02	6,3	25,5			20,13	71,	1,02	4,68	25,67				16,68	81,1	6,45	6,82	25,5				1,96	96,4					
03/12/2022 01.19.12						16,12	0,	1,41		25,55			18,46	73,2	1,08	6,3	25,5			20,00	70,4	1,04	4,69	25,67				16,37	80,8	1,63	6,81	25,5				1,96	96,5					
03/12/2022 01.24.11						16,06	0,	1,43		25,55			18,52	72,6	1,01	6,3	25,5			19,94	70,	1,08	5,01	25,67				16,00	80,3	6,61	6,81	25,5				1,77	96,6					
03/12/2022 01.29.13						16,31	0,	1,57		25,55			18,71	74,8	0,99	5,84	25,5			19,75	69,6	1,05	5,02	25,67				15,62	80,3	6,57	6,81	25,5				1,83	96,8					
03/12/2022 01.34.13						16,25	0,	1,56		25,55			18,83	75,1	0,95	5,83	25,5			19,56	68,7	1,12	5,02	25,67				15,50	80,3	6,62	6,82	25,5				1,77	96,8					
03/12/2022 01.39.11						15,93	0,	1,47		25,55			18,83	74,6	0,98	5,83	25,5			19,50	69,6	1,07	5,01	25,67				15,50	80,3	6,62	6,81	25,5				1,65	96,7					
03/12/2022 01.44.12						15,87	0,	1,36		25,55			18,77	74,	0,95	5,83	25,5			19,75	70,4	1,11	5,02	25,67				15,43	80,2	6,44	6,82	25,5				1,65	96,8					
03/12/2022 01.49.11						16,31	0,	1,49		25,55			18,77	74,1	0,93	5,83	25,5			19,56	69,3	1,08	5,02	25,67				15,31	80,3	6,44	6,82	25,5				1,52	96,7					
03/12/2022 01.54.12						16,06	0,	1,44		25,55			18,83	74,2	0,91	5,41	25,5			19,69	69,2	1,13	5,01	25,67				15,37	79,6	6,34	6,8	25,5				1,52	96,6					
