Net no:						1	1	1	1	1			1	1	1	1	1			1	1	1	1	1				1	1	1	1	1				1	1					
Object no:						131	141	150	151	152			134	144	159	160	161			133	143	156	157	158				132	142	153	154	155				130	140					
Table no:						0	0	0	0	0			0	0	0	0	0			0	0	0	0	0				0	0	0	0	0				0	0					
Code no:						48	48	48	48	48			48	48	136	136	136			48	48	48	48	48				48	48	48	48	48				48	48					
Calculation:						T	/10	/100	/100	/100			T	/10	/100	/100	/100			T	/10	/100	/100	/100				T	/10	/100	/100	/100				T	/10					
Date/time:	Afp. 1776	Bes. 97184			Stald 1	Temp_stald1	Fugt_stald1	DynamicAir_trinløs_stald1	Spjæld_trinløs_stald 1	On/off_stald1		Stald 2	Temp_stald2	Fugt_stald2	DynamicAir_trinløs_stald2	Spjæld_trinløs_stald2	On/off_stald2		Stald5	Temp_stald5	Fugt_stald5	DynamicAir_trinløs_stald5	Spjæld_trinløs_stald5	On/off_stald 5			Stald6	Temp_stald6	Fugt_stald 6	DynamicAir_trinløs_stald6	Spjæld_trinløs_stald6	On/off_stald6			UDE	Temp_ude	Fugt_ude					
11/02/2023 00.04.13						12,00	0,	0,76		25,55			15,65	79,4	1,6	9,85	25,5			11,81	99,2	0,75	0,	25,67				14,68	101,3	0,69	0,	25,5				8,02	95,3					
11/02/2023 00.09.12						13,12	0,	0,87		25,55			15,71	79,4	1,47	9,31	25,5			11,50	99,2	0,79	0,	25,67				15,00	101,3	0,	0,	25,5				7,96	95,2					
11/02/2023 00.14.13						13,31	0,	0,76		25,55			15,83	79,	1,54	9,31	25,5			11,00	99,2	0,65	0,	25,67				14,75	101,3	0,58	0,	25,5				8,02	95,1					
11/02/2023 00.19.12						13,43	0,	0,59		25,55			15,83	78,7	1,76	9,31	25,5			11,38	99,6	0,57	0,	25,67				15,00	101,3	0,58	0,	25,5				8,02	94,8					
11/02/2023 00.24.13						13,43	0,	1,04		25,55			15,77	78,3	1,81	9,31	25,5			11,69	99,3	0,65	0,	25,67				15,00	101,3	0,62	0,	25,5				8,08	94,7					
11/02/2023 00.29.12						13,50	0,	1,19		25,55			15,77	78,6	1,23	9,31	25,5			11,81	99,3	0,74	0,	25,67				15,06	101,3	0,9	0,	25,5				8,08	94,5					
11/02/2023 00.34.13						13,56	0,	0,86		25,55			15,90	79,2	1,53	9,31	25,5			11,81	99,2	0,62	0,	25,67				14,87	101,3	0,93	0,	25,5				8,02	94,5					
11/02/2023 00.39.12						13,50	0,	0,95		25,55			15,90	77,8	1,84	9,31	25,5			11,69	99,2	0,6	0,	25,67				15,06	101,3	0,7	0,	25,5				8,02	94,4					
11/02/2023 00.44.12						12,06	0,	0,65		25,55			15,77	78,3	1,51	9,31	25,5			11,19	99,2	0,61	0,	25,67				15,25	101,3	0,57	0,	25,5				8,02	94,3					
11/02/2023 00.49.14						13,00	0,	0,76		25,55			15,96	78,6	1,47	9,31	25,5			11,56	99,2	0,67	0,	25,67				15,06	101,3	0,74	0,	25,5				8,02	94,2					
11/02/2023 00.54.12						13,18	0,	0,81		25,55			15,96	77,6	1,72	9,31	25,5			11,75	99,2	0,73	0,	25,67				15,31	101,3	0,66	0,	25,5				8,02	94,3					
11/02/2023 00.59.13						13,25	0,	1,35		25,55			15,83	78,2	1,68	9,32	25,5			11,81	99,2	0,68	0,	25,67				15,06	101,3	0,75	0,	25,5				7,96	94,3					
11/02/2023 01.04.12						13,37	0,	0,78		25,55			15,90	77,4	1,67	9,31	25,5			11,88	99,2	0,64	0,	25,67				15,25	101,3	0,78	0,	25,5				8,02	94,4					
11/02/2023 01.09.13						13,37	0,	0,98		25,55			15,96	78,1	1,54	9,31	25,5			11,69	99,2	0,81	0,	25,67				15,37	101,3	0,73	0,	25,5				8,02	94,4					
11/02/2023 01.14.12						13,43	0,	0,63		25,55			16,02	77,8	1,61	9,31	25,5			11,06	99,2	0,58	0,	25,67				15,37	101,3	0,6	0,	25,5				7,96	94,7					
11/02/2023 01.19.13						13,37	0,	0,85		25,55			16,02	78,1	1,72	9,31	25,5			11,50	99,3	0,67	0,	25,67				15,18	101,3	0,69	0,	25,5				7,96	94,8					
11/02/2023 01.24.12						12,00	0,	0,65		25,55			16,08	77,8	1,65	9,31	25,5			11,75	99,2	0,59	0,	25,67				15,43	101,3	0,6	0,	25,5				8,02	94,8					
11/02/2023 01.29.14						12,93	0,	0,66		25,55			15,83	77,1	1,53	9,87	25,5			11,88	99,2	0,57	0,	25,67				15,31	101,3	0,72	0,	25,5				8,02	95,					
11/02/2023 01.34.13						13,06	0,	1,37		25,55			15,96	78,1	1,67	9,87	25,5			11,88	99,2	0,73	0,	25,67				15,43	101,3	0,59	0,	25,5				8,02	95,1					
11/02/2023 01.39.12						13,31	0,	0,74		25,55			16,08	78,2	1,62	9,86	25,5			11,63	99,2	0,51	0,	25,67				15,43	101,3	0,64	0,	25,5				8,15	95,2					
11/02/2023 01.44.14						13,37	0,	1,04		25,55			16,02	77,8	1,62	9,85	25,5			11,06	99,2	0,67	0,	25,67				15,56	101,3	0,67	0,	25,5				8,15	95,2					
11/02/2023 01.49.11						13,43	0,	0,93		25,55			16,08	77,8	2,	9,86	25,5			11,50	99,4	1,04	0,	25,67				15,62	101,3	0,73	0,	25,5				8,21	95,2					
11/02/2023 01.54.15						13,37	0,	0,93		25,55			16,08	78,2	1,8	9,86	25,5			11,69	99,2	0,55	0,	25,67				15,56	101,3	0,73	0,	25,5				8,15	95,1					
11/02/2023 01.59.12						13,31	0,	0,87		25,55			15,96	77,5	1,94	9,86	25,5			11,81	99,3	0,71	0,	25,67				15,56	101,3	0,8	0,	25,5				8,21	94,8					
