"Group.1" "x"
"1" 0 1700.79376105982
"2" 1 2375.20505455723
"3" 2 2506.09804140362
"4" 3 2249.09875088163
"5" 4 2424.37554107848
"6" 5 2351.45779562095
"7" 6 2653.81443271507
"8" 7 2802.80633733279
"9" 8 3196.66459807764
"10" 9 3672.93685963355
"11" 10 3362.67051395436
"12" 11 3292.95002682526
"13" 12 3989.45860997779
"14" 13 3874.22958541862
"15" 14 4513.18477725311
"16" 15 4702.36723499349
"17" 16 4847.23315677853
"18" 17 4666.48237247807
"19" 18 4922.75078730766
"20" 19 5925.02592928926
"21" 20 6033.76776537359
"22" 21 5790.8158711228
"23" 22 6152.90359999058
"24" 23 4687.90851152882
"25" 24 4670.05353783562
"26" 25 4529.85074316363
"27" 26 4517.78468703945
"28" 27 4833.3878610559
"29" 28 5559.93828038862
"30" 29 6432.50547216501
"31" 30 6605.07185778651
"32" 31 6759.10977104663
"33" 32 6139.66682252686
"34" 33 5720.38169970854
"35" 34 5714.8935119287
"36" 35 5781.69666238391
"37" 36 5932.03324484358
"38" 37 5880.94990201991
"39" 38 6185.46830410321
"40" 39 6402.3068066689
"41" 40 6702.55479411717
"42" 41 6855.0770738213
"43" 42 7636.75966464783
"44" 43 7360.34968324968
"45" 44 7551.00024723326
"46" 45 8108.204033843
"47" 46 8806.29157084506
"48" 47 9609.8081673625
"49" 48 10201.0121801826
"50" 49 10263.6437896755
"51" 50 10606.6634906966
"52" 51 8316.30719101412
"53" 52 7398.27469459961
"54" 53 6873.53956382215
"55" 54 6529.4493182669
"56" 55 6692.31697409166
"57" 56 6695.86264177151
"58" 57 6879.95541951283
"59" 58 7485.42870880446
"60" 59 7328.91970611811
"61" 60 7681.43347190361
"62" 61 7764.22071454421
"63" 62 8664.22399916239
"64" 63 8879.34385861658
"65" 64 9022.38602374882
"66" 65 7521.79789027251
"67" 66 5547.48232235745
"68" 67 5796.75305626377
"69" 68 6084.48633181276
"70" 69 6102.57017562825
"71" 70 6746.45905178459
"72" 71 8211.19103075193
"73" 72 10451.2222067997
"74" 73 12432.4340120855
"75" 74 12170.0278898576
"76" 75 13127.1486288733
"77" 76 14951.7680484385
"78" 79 0
"79" 80 0
"80" 81 0
"81" 82 0
"82" 83 0
"83" 84 0
"84" 85 0
"85" 86 0
"86" 87 0
"87" 88 0
"88" 89 0
"89" 90 0
"90" 91 0
"91" 92 0
"92" 93 0
"93" 94 883.64823129483
"94" 95 2312.78556336489
"95" 96 2356.75868159868
"96" 97 2645.74806489331
"97" 98 3139.69953597513
"98" 99 3319.18736641655
"99" 100 3878.79542674882
"100" 101 3448.3557474962
"101" 102 3286.36860553707
"102" 103 4128.02365347452
"103" 104 4075.06460955087
"104" 105 4545.23314447336
"105" 106 3986.699582823
"106" 107 4759.37878861508
"107" 108 5061.41673852782
"108" 109 6249.17701151482
"109" 110 6566.29205289837
"110" 111 7153.65720048686
"111" 112 6074.55158940568
"112" 113 5413.69357923226
"113" 114 5918.65304119978
"114" 115 5454.64965308942
"115" 116 5555.59101846582
"116" 117 5577.03085689042
"117" 118 5708.43770420016
"118" 119 5855.81864058374
"119" 120 6182.73793074006
"120" 121 6102.55989083785
"121" 122 7149.36487324885
"122" 123 7141.96095669249
"123" 124 7339.38898917414
"124" 125 7504.98321736404
"125" 126 7600.82270747818
"126" 127 7772.91622676111
"127" 128 8066.87658496447
"128" 129 8220.17122933374
"129" 130 7999.15157281559
"130" 133 7835.2367119076
"131" 134 7738.97103974126
"132" 135 7936.64316864408
"133" 136 8744.76735635844
"134" 137 9412.05167032052
"135" 138 9922.97262499
"136" 139 10329.034687048
"137" 140 11156.892138006
"138" 141 8548.33182767484
"139" 142 7127.34464645662
"140" 143 7297.09993867336
"141" 144 6355.45354887895
"142" 145 6642.75099770953
"143" 146 6577.05772747143
"144" 147 7106.60942340554
"145" 148 7531.06889937274
"146" 149 8383.43641756267
"147" 150 8850.21394734497
"148" 151 9420.73902019794
"149" 152 9142.78321299363
"150" 153 8982.12117782168
"151" 154 8839.57282340206
"152" 155 8631.33776633064
"153" 156 6584.09656410817
"154" 157 4807.5477470969
"155" 158 5101.03384533369
