""	"Time"	"Flow_S5"	"Flow_S6"	"Mean_CH4_S5"	"Mean_CO2_S5"	"Mean_N2O_S5"	"Mean_NH3_S5"	"Mean_CH4_S6"	"Mean_CO2_S6"	"Mean_N2O_S6"	"Mean_NH3_S6"
"1"	1659317957.79699	0	0	NA	NA	NA	NA	0	0	0	0
"2"	1659320356.79825	0	0	0	0	0	0	0	0	0	0
"3"	1659322755.38722	0	0	0	0	0	0	0	0	0	0
"4"	1659325155.08897	0	0	0	0	0	0	0	0	0	0
"5"	1659327554.71178	0	0	0	0	0	0	0	0	0	0
"6"	1659329953.58145	0	0	0	0	0	0	0	0	0	0
"7"	1659332352.48622	0	0	0	0	0	0	0	0	0	0
"8"	1659334749.91228	0	0	0	0	0	0	0	0	0	0
"9"	1659337150.02381	0	0	0	0	0	0	0	0	0	0
"10"	1659339548.84586	0	0	0	0	0	0	0	0	0	0
"11"	1659341948.46867	0	0	0	0	0	0	0	0	0	0
"12"	1659344347.29574	0	0	0	0	0	0	0	0	0	0
"13"	1659346746.8584	0	0	0	0	0	0	0	0	0	0
"14"	1659349146.47744	0	0	0	0	0	0	0	0	0	0
"15"	1659351545.14912	0	0	0	0	0	0	0	0	0	0
"16"	1659353943.77068	0	0	0	0	0	0	0	0	0	0
"17"	1659356342.01128	0	0	0	0	0	0	0	0	0	0
"18"	1659358741.88471	0	0	0	0	0	0	0	0	0	0
"19"	1659361140.93358	0	0	0	0	0	0	0	0	0	0
"20"	1659363539.34712	0	0	0	0	0	0	0	0	0	0
"21"	1659365938.37845	0	0	0	0	0	0	0	0	0	0
"22"	1659368337.82331	0	0	0	0	0	0	0	0	0	0
"23"	1659370737.62907	0	0	0	0	0	0	0	0	0	0
"24"	1659373135.23559	0	0	0	0	0	0	0	0	0	0
"25"	1659375534.3584	0	0	0	0	0	0	0	0	0	0
"26"	1659377934.33709	0	0	0	0	0	0	0	0	0	0
"27"	1659380332.59524	0	0	0	0	0	0	0	0	0	0
"28"	1659382730.32331	0	0	0	0	0	0	0	0	0	0
"29"	1659385130.18421	0	0	0	0	0	0	0	0	0	0
"30"	1659387530.19424	0	0	0	0	0	0	0	0	0	0
"31"	1659389928.97494	0	0	0	0	0	0	0	0	0	0
"32"	1659392327.10777	0	0	0	0	0	0	0	0	0	0
"33"	1659394726.47995	0	0	0	0	0	0	0	0	0	0
"34"	1659397124.89223	0	0	0	0	0	0	0	0	0	0
"35"	1659399525.5401	0	0	0	0	0	0	0	0	0	0
"36"	1659401922.8985	0	0	0	0	0	0	0	0	0	0
"37"	1659404323.41479	0	0	0	0	0	0	0	0	0	0
"38"	1659406720.4198	0	0	0	0	0	0	0	0	0	0
"39"	1659409120.54637	0	0	0	0	0	0	0	0	0	0
"40"	1659411520.11654	0	0	0	0	0	0	0	0	0	0
"41"	1659413918.59399	0	0	0	0	0	0	0	0	0	0
"42"	1659416318.72556	0	0	0	0	0	0	0	0	0	0
"43"	1659418716.86717	0	0	0	0	0	0	0	0	0	0
"44"	1659421116.19799	0	0	0	0	0	0	0	0	0	0
"45"	1659423515.39098	0	0	0	0	0	0	0	0	0	0
"46"	1659425914.70927	0	0	0	0	0	0	0	0	0	0
"47"	1659428313.4812	0	0	0	0	0	0	0	0	0	0
"48"	1659430714.3584	0	0	0	0	0	0	0	0	0	0
"49"	1659433112.32331	0	0	0	0	0	0	0	0	0	0
"50"	1659435512.2594	0	0	0	0	0	0	0	0	0	0
"51"	1659437911.28195	0	0	0	0	0	0	0	0	0	0
"52"	1659440311.41103	0	0	0	0	0	0	0	0	0	0
"53"	1659442711.00125	0	0	0	0	0	0	0	0	0	0
"54"	1659445111.15288	0	0	0	0	0	0	0	0	0	0
"55"	1659447509.10025	0	0	0	0	0	0	0	0	0	0
"56"	1659449907.4812	0	0	0	0	0	0	0	0	0	0
"57"	1659452308.55013	0	0	0	0	0	0	0	0	0	0
"58"	1659454708.21178	0	0	0	0	0	0	0	0	0	0
"59"	1659457106.95363	0	0	0	0	0	0	0	0	0	0
"60"	1659459506.03634	0	0	0	0	0	0	0	0	0	0
"61"	1659461905.53509	0	0	0	0	0	0	0	0	0	0
"62"	1659464305.31328	0	0	0	0	0	0	0	0	0	0
"63"	1659466703.98371	0	0	0	0	0	0	0	0	0	0
"64"	1659469102.99499	0	0	0	0	0	0	0	0	0	0
"65"	1659471501.95489	0	0	0	0	0	0	0	0	0	0
"66"	1659473900.8985	0	0	0	0	0	0	0	0	0	0
"67"	1659476300.04261	0	0	0	0	0	0	0	0	0	0
"68"	1659478698.90977	0	0	0	0	0	0	0	0	0	0
"69"	1659481098.74436	0	0	0	0	0	0	0	0	0	0
"70"	1659483499.16917	0	0	0	0	0	0	0	0	0	0
"71"	1659485897.26817	0	0	0	0	0	0	0	0	0	0
"72"	1659488296.37093	0	0	0	0	0	0	0	0	0	0
"73"	1659490695.12531	0	0	0	0	0	0	0	0	0	0
"74"	1659493095.17794	0	0	0	0	0	0	0	0	0	0
"75"	1659495494.03634	0	0	0	0	0	0	0	0	0	0
"76"	1659497893.9411	0	0	0	0	0	0	0	0	0	0
"77"	1659500293.63283	0	0	0	0	0	0	0	0	0	0
"78"	1659502692.83835	0	0	0	0	0	0	0	0	0	0
"79"	1659505091.26942	0	0	0	0	0	0	0	0	0	0
"80"	1659507491.27945	0	0	0	0	0	0	0	0	0	0
"81"	1659509890.66667	0	0	0	0	0	0	0	0	0	0
"82"	1659512291.79198	0	0	0	0	0	0	0	0	0	0
"83"	1659514689.62907	0	0	0	0	0	0	0	0	0	0
"84"	1659517089.00376	0	0	0	0	0	0	0	0	0	0
"85"	1659519489.4787	0	0	0	0	0	0	0	0	0	0
"86"	1659521888.99373	0	0	0	0	0	0	0	0	0	0
"87"	1659524288.3584	0	0	0	0	0	0	0	0	0	0
"88"	1659526687.44737	0	0	0	0	0	0	0	0	0	0
"89"	1659529085.86967	0	0	0	0	0	0	0	0	0	0
"90"	1659531485.7594	0	0	0	0	0	0	0	0	0	0
"91"	1659533885.61905	0	0	0	0	0	0	0	0	0	0
"92"	1659536285.79699	0	0	0	0	0	0	0	0	0	0
"93"	1659538684.03133	0	0	0	0	0	0	0	0	0	0
"94"	1659541083.54386	0	0	0	0	0	0	0	0	0	0
"95"	1659543482.94486	0	0	0	0	0	0	0	0	0	0
"96"	1659545881.74436	0	0	0	0	0	0	0	0	0	0
"97"	1659548281.0802	0	0	0	0	0	0	0	0	0	0
"98"	1659550680.24687	0	0	0	0	0	0	0	0	0	0
