DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2022-05-19                21:03:06.270              138.87715591              3333.051742               139.87715591              1652994186.271            0                         963                       1.4000182452E+02          4.4999229431E+01          4.1583989104E+01          4.5088066101E+01          4.4998252869E+01          4.7000000000E+01          1.0000000000E+00          4.5814621009E+04          0.0000000000E+00          3.2933941474E-01          3.3330006690E-01          3.3869942505E-01          3.4363992263E-01          3.3748958773E-01          3.4167650939E-01          3.4720625583E-01          3.5209182344E-01          9.1275493133E+02          0.0000000000E+00          1.4821462219E+01          1.5088286947E+01          1.3922633062E+00          3.7514105786E+03          0.0000000000E+00          9.3242280644E-01          1.3133217119E+02          1.5380173635E+00          8.6357986657E+01          2.7920234266E+03          3.7925305088E+03          
2022-05-19                21:03:07.016              138.87716454              3333.051949               139.87716454              1652994187.016            0                         963                       1.4000182452E+02          4.4999229431E+01          4.1583989104E+01          4.5088066101E+01          4.4998252869E+01          4.7000000000E+01          1.0000000000E+00          4.5814621009E+04          0.0000000000E+00          3.3010636190E-01          3.3334301216E-01          3.3755631587E-01          3.4363452912E-01          3.3827072041E-01          3.4171570200E-01          3.4603454801E-01          3.5208667000E-01          9.1262212610E+02          0.0000000000E+00          1.4971127133E+01          1.5240482692E+01          1.3914296445E+00          3.7312132916E+03          0.0000000000E+00          9.3242280644E-01          1.3133217119E+02          1.5380173635E+00          8.6357986657E+01          2.7920234266E+03          3.7925305088E+03          
2022-05-19                21:03:07.815              138.87717380              3333.052171               139.87717380              1652994187.816            0                         963                       1.4000309076E+02          4.4999229431E+01          4.1578382084E+01          4.5088066101E+01          4.4998252869E+01          2.5000000000E+01          1.0000000000E+00          4.5814252364E+04          0.0000000000E+00          3.1700271654E-01          3.3305696646E-01          3.3679123563E-01          3.4359612623E-01          3.2483460871E-01          3.4141737041E-01          3.4524940835E-01          3.5204767071E-01          8.8301014542E+02          0.0000000000E+00          1.5131841332E+01          1.5403910926E+01          1.3905344819E+00          3.7095247910E+03          0.0000000000E+00          9.3242280644E-01          1.3133217119E+02          1.5380173635E+00          8.6357986657E+01          3.0408432699E+03          3.7925305088E+03          
2022-05-19                21:03:08.871              138.87718601              3333.052464               139.87718601              1652994188.871            0                         963                       1.4000309076E+02          4.4999229431E+01          4.1578382084E+01          4.5088066101E+01          4.4998252869E+01          4.7000000000E+01          1.0000000000E+00          4.5814252364E+04          0.0000000000E+00          2.9974310795E-01          3.3226387037E-01          3.3583849319E-01          3.4354628752E-01          3.0713780706E-01          3.4059676629E-01          3.4427185503E-01          3.5199718832E-01          8.4395356620E+02          0.0000000000E+00          1.5998990509E+01          1.6286408724E+01          1.3893671162E+00          3.6809235174E+03          0.0000000000E+00          8.6694071582E-01          1.3133217119E+02          1.4989996810E+00          8.6357986657E+01          3.0408432699E+03          3.7925305088E+03          
2022-05-19                21:03:09.615              138.87719462              3333.052671               139.87719462              1652994189.615            0                         963                       1.4000309076E+02          4.4999229431E+01          4.1578382084E+01          4.5088066101E+01          4.4998252869E+01          4.7000000000E+01          1.0000000000E+00          4.5814252364E+04          0.0000000000E+00          3.0052275589E-01          3.3147034251E-01          3.3490432365E-01          3.4343791591E-01          3.0793242511E-01          3.3978015776E-01          3.4331328886E-01          3.5188619395E-01          8.4381686485E+02          0.0000000000E+00          1.6610515434E+01          1.6908741711E+01          1.3885439189E+00          3.6607536487E+03          0.0000000000E+00          8.6694071582E-01          1.3133217119E+02          1.4989996810E+00          8.6357986657E+01          3.0408432699E+03          3.7925305088E+03          
2022-05-19                21:03:10.177              138.87720112              3333.052827               139.87720112              1652994190.177            0                         963                       1.4000311342E+02          4.4999306561E+01          4.1588827055E+01          4.5088040391E+01          4.4998278579E+01          2.0000000000E+00          1.0000000000E+00          4.5814349676E+04          0.0000000000E+00          3.0992880933E-01          3.3078948466E-01          3.3411347812E-01          3.4338621612E-01          3.1756945717E-01          3.3907682822E-01          3.4250158589E-01          3.5183353263E-01          8.5910532139E+02          0.0000000000E+00          1.7072446771E+01          1.7378828436E+01          1.3879221194E+00          3.6455178948E+03          0.0000000000E+00          8.6694071582E-01          1.3133217119E+02          1.4989996810E+00          8.5843572759E+01          3.0408432699E+03          3.6454831250E+03          
2022-05-19                21:03:10.707              138.87720727              3333.052974               139.87720727              1652994190.708            0                         963                       1.3999882825E+02          4.4999412537E+01          4.1625000000E+01          4.5088005066E+01          4.4998313904E+01          4.6000000000E+01          1.0000000000E+00          4.5813848674E+04          0.0000000000E+00          3.1752996086E-01          3.3029635420E-01          3.3390874334E-01          3.4335366153E-01          3.2536070118E-01          3.3856606308E-01          3.4228997003E-01          3.5180049772E-01          8.7377041653E+02          0.0000000000E+00          1.7519728365E+01          1.7834166365E+01          1.3880445128E+00          3.6649212869E+03          0.0000000000E+00          8.6694071582E-01          1.2822730770E+02          1.4989996810E+00          8.5843572759E+01          3.0408432699E+03          3.6454831250E+03          
2022-05-19                21:03:11.694              138.87721869              3333.053249               139.87721869              1652994191.695            0                         963                       1.3999450292E+02          4.4999412537E+01          4.1625000000E+01          4.5088005066E+01          4.4998313904E+01          4.7000000000E+01          1.0000000000E+00          4.5813452236E+04          0.0000000000E+00          3.3166217578E-01          3.3026812216E-01          3.3300594866E-01          3.4336671818E-01          3.3984634953E-01          3.3853199999E-01          3.4136423738E-01          3.5181421153E-01          9.0102926008E+02          0.0000000000E+00          1.8351108557E+01          1.8680521783E+01          1.3882586105E+00          3.7009874874E+03          0.0000000000E+00          9.3360062473E-01          1.2822730770E+02          1.5577248638E+00          8.5843572759E+01          3.0408432699E+03          3.6454831250E+03          
2022-05-19                21:03:12.433              138.87722723              3333.053454               139.87722723              1652994192.433            0                         963                       1.3999450292E+02          4.4999412537E+01          4.1625000000E+01          4.5088005066E+01          4.4998313904E+01          4.7000000000E+01          1.0000000000E+00          4.5813452236E+04          0.0000000000E+00          3.3065026382E-01          3.3041986018E-01          3.3268943917E-01          3.4339734520E-01          3.3881017741E-01          3.3868275101E-01          3.4103879603E-01          3.5184593121E-01          9.0119935383E+02          0.0000000000E+00          1.8972748621E+01          1.9313362188E+01          1.3884186985E+00          3.7279548047E+03          0.0000000000E+00          9.3360062473E-01          1.2822730770E+02          1.5577248638E+00          8.5843572759E+01          3.0408432699E+03          3.6454831250E+03          
2022-05-19                21:03:13.391              138.87723833              3333.053720               139.87723833              1652994193.392            0                         963                       1.3999358662E+02          4.4999392898E+01          4.1625000000E+01          4.5088017340E+01          4.4998301630E+01          2.5000000000E+01          1.0000000000E+00          4.5812302017E+04          0.0000000000E+00          3.5975352214E-01          3.3129684554E-01          3.3287050582E-01          3.4350127844E-01          3.6864018813E-01          3.3957699445E-01          3.4122345067E-01          3.5195278999E-01          9.1178132663E+02          0.0000000000E+00          1.9780543343E+01          2.0135715184E+01          1.3886267253E+00          3.7629980038E+03          0.0000000000E+00          9.3360062473E-01          1.2822730770E+02          1.5577248638E+00          8.5843572759E+01          4.0497115568E+03          3.6454831250E+03          
